word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score
harris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0,6,1,harris,0.006185567010309278,0.5800052903735844,0.06666666666666667
but,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,9,0.0,3,1,but,0.006185567010309278,0.5800052903735844,0.2
america,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.0,7,1,america,0.005498281786941581,0.571637330557974,0.06666666666666667
byzantine,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.0,9,1,byzantine,0.005498281786941581,0.571637330557974,0.13333333333333333
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,0.0,4,1,have,0.005498281786941581,0.571637330557974,0.13333333333333333
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8,8,0.0,4,1,this,0.005498281786941581,0.571637330557974,0.26666666666666666
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0.0,4,1,from,0.005498281786941581,0.571637330557974,0.06666666666666667
terms,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,5,1,terms,0.004810996563573883,0.5617012295157272,0.13333333333333333
not,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7,7,0.0,3,1,not,0.004810996563573883,0.5617012295157272,0.26666666666666666
org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0,3,1,org,0.004810996563573883,0.5617012295157272,0.0
new,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0.0,3,1,new,0.004123711340206186,0.5496051325127768,0.13333333333333333
about,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,6,0.0,5,1,about,0.004123711340206186,0.5496051325127768,0.2
his,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,0.0,3,1,his,0.004123711340206186,0.5496051325127768,0.13333333333333333
university,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,10,1,university,0.004123711340206186,0.5496051325127768,0.06666666666666667
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0.0,2,1,it,0.004123711340206186,0.5496051325127768,0.13333333333333333
end,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.0,3,1,end,0.004123711340206186,0.5496051325127768,0.13333333333333333
https,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,5,1,https,0.004123711340206186,0.5496051325127768,0.0
was,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,3,1,was,0.004123711340206186,0.5496051325127768,0.13333333333333333
turks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,5,1,turks,0.004123711340206186,0.5496051325127768,0.06666666666666667
who,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,5,0.0,3,1,who,0.003436426116838488,0.5343829898349378,0.2
content,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,7,1,content,0.003436426116838488,0.5343829898349378,0.2
byzantium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,9,1,byzantium,0.003436426116838488,0.5343829898349378,0.06666666666666667
many,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0.0,4,1,many,0.003436426116838488,0.5343829898349378,0.2
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0.0,4,1,they,0.003436426116838488,0.5343829898349378,0.06666666666666667
rulers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,6,1,rulers,0.003436426116838488,0.5343829898349378,0.06666666666666667
press,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,5,1,press,0.003436426116838488,0.5343829898349378,0.13333333333333333
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,5,5,0.0,3,1,all,0.003436426116838488,0.5343829898349378,0.3333333333333333
john,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,4,1,john,0.003436426116838488,0.5343829898349378,0.06666666666666667
ii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,2,0,ii,0.0027491408934707906,0.5143212870569726,0.0
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0.0,2,1,an,0.0027491408934707906,0.5143212870569726,0.2
acceptance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,10,1,acceptance,0.0027491408934707906,0.5143212870569726,0.06666666666666667
late,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,4,1,late,0.0027491408934707906,0.5143212870569726,0.2
last,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,4,1,last,0.0027491408934707906,0.5143212870569726,0.26666666666666666
union,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,5,1,union,0.0027491408934707906,0.5143212870569726,0.13333333333333333
downloaded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,10,1,downloaded,0.0027491408934707906,0.5143212870569726,0.06666666666666667
book,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,4,1,book,0.0027491408934707906,0.5143212870569726,0.13333333333333333
subject,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,7,1,subject,0.0027491408934707906,0.5143212870569726,0.26666666666666666
period,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,6,1,period,0.0027491408934707906,0.5143212870569726,0.06666666666666667
cambridge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,9,1,cambridge,0.0027491408934707906,0.5143212870569726,0.06666666666666667
religious,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,9,1,religious,0.0027491408934707906,0.5143212870569726,0.13333333333333333
three,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,5,1,three,0.002061855670103093,0.4860001779968491,0.13333333333333333
territories,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,11,1,territories,0.002061855670103093,0.4860001779968491,0.06666666666666667
genoese,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,7,1,genoese,0.002061855670103093,0.4860001779968491,0.13333333333333333
jonathan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,8,1,jonathan,0.002061855670103093,0.4860001779968491,0.06666666666666667
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,3,1,has,0.002061855670103093,0.4860001779968491,0.06666666666666667
s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,1,1,s,0.002061855670103093,0.4860001779968491,0.06666666666666667
work,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,work,0.002061855670103093,0.4860001779968491,0.13333333333333333
were,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,were,0.002061855670103093,0.4860001779968491,0.2
byzantines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,10,1,byzantines,0.002061855670103093,0.4860001779968491,0.06666666666666667
final,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,5,1,final,0.002061855670103093,0.4860001779968491,0.13333333333333333
siege,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,5,1,siege,0.002061855670103093,0.4860001779968491,0.06666666666666667
western,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,7,1,western,0.002061855670103093,0.4860001779968491,0.13333333333333333
recent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,6,1,recent,0.002061855670103093,0.4860001779968491,0.06666666666666667
after,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0.0,5,1,after,0.002061855670103093,0.4860001779968491,0.2
most,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,most,0.002061855670103093,0.4860001779968491,0.13333333333333333
life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,life,0.002061855670103093,0.4860001779968491,0.06666666666666667
he,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0.0,2,1,he,0.002061855670103093,0.4860001779968491,0.13333333333333333
christianity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,12,1,christianity,0.002061855670103093,0.4860001779968491,0.06666666666666667
constantine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,11,1,constantine,0.002061855670103093,0.4860001779968491,0.06666666666666667
published,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,9,1,published,0.002061855670103093,0.4860001779968491,0.13333333333333333
pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,2,0,pp,0.002061855670103093,0.4860001779968491,0.0
manuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,6,1,manuel,0.002061855670103093,0.4860001779968491,0.0
only,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0.0,4,1,only,0.002061855670103093,0.4860001779968491,0.26666666666666666
readers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,7,1,readers,0.002061855670103093,0.4860001779968491,0.06666666666666667
general,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,7,1,general,0.002061855670103093,0.4860001779968491,0.2
city,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,city,0.002061855670103093,0.4860001779968491,0.06666666666666667
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,more,0.002061855670103093,0.4860001779968491,0.2
been,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,4,1,been,0.002061855670103093,0.4860001779968491,0.13333333333333333
conquest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,8,1,conquest,0.002061855670103093,0.4860001779968491,0.06666666666666667
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0.0,3,1,its,0.002061855670103093,0.4860001779968491,0.13333333333333333
military,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,8,1,military,0.002061855670103093,0.4860001779968491,0.13333333333333333
presents,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,8,1,presents,0.002061855670103093,0.4860001779968491,0.13333333333333333
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,3,1,are,0.002061855670103093,0.4860001779968491,0.13333333333333333
political,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,9,1,political,0.002061855670103093,0.4860001779968491,0.13333333333333333
at,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.0,2,1,at,0.002061855670103093,0.4860001779968491,0.13333333333333333
inhabitants,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,inhabitants,0.0013745704467353953,0.44123008568346517,0.06666666666666667
offers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,offers,0.0013745704467353953,0.44123008568346517,0.13333333333333333
empire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,empire,0.0013745704467353953,0.44123008568346517,0.06666666666666667
does,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,does,0.0013745704467353953,0.44123008568346517,0.2
papal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,papal,0.0013745704467353953,0.44123008568346517,0.06666666666666667
agreement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,agreement,0.0013745704467353953,0.44123008568346517,0.06666666666666667
crusade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,crusade,0.0013745704467353953,0.44123008568346517,0.13333333333333333
personalities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,13,1,personalities,0.0013745704467353953,0.44123008568346517,0.06666666666666667
issues,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,issues,0.0013745704467353953,0.44123008568346517,0.13333333333333333
fate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,fate,0.0013745704467353953,0.44123008568346517,0.0
thessalonica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,thessalonica,0.0013745704467353953,0.44123008568346517,0.0
vivid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,vivid,0.0013745704467353953,0.44123008568346517,0.13333333333333333
five,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,five,0.0013745704467353953,0.44123008568346517,0.13333333333333333
both,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0.0,4,1,both,0.0013745704467353953,0.44123008568346517,0.2
families,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,families,0.0013745704467353953,0.44123008568346517,0.0
viii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,viii,0.0013745704467353953,0.44123008568346517,0.0
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,also,0.0013745704467353953,0.44123008568346517,0.06666666666666667
compelling,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,compelling,0.0013745704467353953,0.44123008568346517,0.13333333333333333
especially,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,especially,0.0013745704467353953,0.44123008568346517,0.06666666666666667
churc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,churc,0.0013745704467353953,0.44123008568346517,0.0
narrative,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,narrative,0.0013745704467353953,0.44123008568346517,0.13333333333333333
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,1,be,0.0013745704467353953,0.44123008568346517,0.13333333333333333
wealth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,wealth,0.0013745704467353953,0.44123008568346517,0.06666666666666667
account,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,account,0.0013745704467353953,0.44123008568346517,0.13333333333333333
emperors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,emperors,0.0013745704467353953,0.44123008568346517,0.06666666666666667
palaiologan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,palaiologan,0.0013745704467353953,0.44123008568346517,0.0
harris's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,harris's,0.0013745704467353953,0.44123008568346517,0.0
th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,th,0.0013745704467353953,0.44123008568346517,0.0
trade,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,trade,0.0013745704467353953,0.44123008568346517,0.2
mehmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,mehmed,0.0013745704467353953,0.44123008568346517,0.0
consequences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,12,1,consequences,0.0013745704467353953,0.44123008568346517,0.06666666666666667
author,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,author,0.0013745704467353953,0.44123008568346517,0.13333333333333333
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0.0,4,1,over,0.0013745704467353953,0.44123008568346517,0.26666666666666666
would,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.0,5,1,would,0.0013745704467353953,0.44123008568346517,0.06666666666666667
state,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,state,0.0013745704467353953,0.44123008568346517,0.2
family,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,family,0.0013745704467353953,0.44123008568346517,0.06666666666666667
survival,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,survival,0.0013745704467353953,0.44123008568346517,0.06666666666666667
remaining,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,remaining,0.0013745704467353953,0.44123008568346517,0.2
small,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,small,0.0013745704467353953,0.44123008568346517,0.2
venetians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,venetians,0.0013745704467353953,0.44123008568346517,0.06666666666666667
accepting,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,accepting,0.0013745704467353953,0.44123008568346517,0.13333333333333333
sources,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,sources,0.0013745704467353953,0.44123008568346517,0.13333333333333333
security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,security,0.0013745704467353953,0.44123008568346517,0.06666666666666667
turkish,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,turkish,0.0013745704467353953,0.44123008568346517,0.13333333333333333
limits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,limits,0.0013745704467353953,0.44123008568346517,0.13333333333333333
generally,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,generally,0.0013745704467353953,0.44123008568346517,0.06666666666666667
beyond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,beyond,0.0013745704467353953,0.44123008568346517,0.06666666666666667
heroism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,heroism,0.0013745704467353953,0.44123008568346517,0.06666666666666667
york,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,4,1,york,0.0013745704467353953,0.44123008568346517,0.06666666666666667
historians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,10,1,historians,0.0013745704467353953,0.44123008568346517,0.06666666666666667
important,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,important,0.0013745704467353953,0.44123008568346517,0.06666666666666667
diplomacy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,diplomacy,0.0013745704467353953,0.44123008568346517,0.06666666666666667
demands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,demands,0.0013745704467353953,0.44123008568346517,0.13333333333333333
aid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,aid,0.0013745704467353953,0.44123008568346517,0.06666666666666667
strong,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,strong,0.0013745704467353953,0.44123008568346517,0.13333333333333333
resulted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,resulted,0.0013745704467353953,0.44123008568346517,0.06666666666666667
surrender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,surrender,0.0013745704467353953,0.44123008568346517,0.13333333333333333
society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,society,0.0013745704467353953,0.44123008568346517,0.06666666666666667
each,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0.0,4,1,each,0.0013745704467353953,0.44123008568346517,0.3333333333333333
often,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,often,0.0013745704467353953,0.44123008568346517,0.13333333333333333
argues,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,argues,0.0013745704467353953,0.44123008568346517,0.06666666666666667
focus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,focus,0.0013745704467353953,0.44123008568346517,0.13333333333333333
long,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,long,0.0013745704467353953,0.44123008568346517,0.2
gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,gonzalez,0.0013745704467353953,0.44123008568346517,0.0
soon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,soon,0.0013745704467353953,0.44123008568346517,0.06666666666666667
heroic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,heroic,0.0013745704467353953,0.44123008568346517,0.06666666666666667
your,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.0,4,1,your,0.0013745704467353953,0.44123008568346517,0.06666666666666667
support,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,support,0.0013745704467353953,0.44123008568346517,0.13333333333333333
ecclesiastical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,14,1,ecclesiastical,0.0013745704467353953,0.44123008568346517,0.06666666666666667
stable,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,6,1,stable,0.0013745704467353953,0.44123008568346517,0.2
religion,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,religion,0.0013745704467353953,0.44123008568346517,0.06666666666666667
doi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,doi,0.0013745704467353953,0.44123008568346517,0.0
scholarship,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,11,1,scholarship,0.0013745704467353953,0.44123008568346517,0.06666666666666667
review,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,review,0.0013745704467353953,0.44123008568346517,0.2
dramatic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,dramatic,0.0013745704467353953,0.44123008568346517,0.06666666666666667
source,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,6,1,source,0.0013745704467353953,0.44123008568346517,0.13333333333333333
june,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,4,1,june,0.0013745704467353953,0.44123008568346517,0.06666666666666667
broad,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,broad,0.0013745704467353953,0.44123008568346517,0.2
fall,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,fall,0.0013745704467353953,0.44123008568346517,0.13333333333333333
quarrels,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,quarrels,0.0013745704467353953,0.44123008568346517,0.13333333333333333
available,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,available,0.0013745704467353953,0.44123008568346517,0.06666666666666667
de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,1,de,0.0013745704467353953,0.44123008568346517,0.06666666666666667
cloth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,5,1,cloth,0.0013745704467353953,0.44123008568346517,0.06666666666666667
war,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,3,1,war,0.0013745704467353953,0.44123008568346517,0.26666666666666666
holy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,1,holy,0.0013745704467353953,0.44123008568346517,0.13333333333333333
abrahamse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,9,1,abrahamse,0.0013745704467353953,0.44123008568346517,0.0
f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,1,1,f,0.0013745704467353953,0.44123008568346517,0.06666666666666667
archive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,7,1,archive,0.0013745704467353953,0.44123008568346517,0.13333333333333333
american,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,8,1,american,0.0013745704467353953,0.44123008568346517,0.13333333333333333
