word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score
but,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,255,252,0.0620341176470587,3,1,but,0.00505902192242833,0.7214181185377482,0.2
my,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,244,227,0.0736368852459016,2,1,my,0.004840789604205932,0.7202793341103024,0.06666666666666667
said,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0.0225004273504273,4,1,said,0.004642396587640115,0.7191879532851632,0.13333333333333333
we,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,209,0.0384461538461538,2,1,we,0.004642396587640115,0.7191879532851632,0.06666666666666667
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,232,223,0.0460741379310344,4,1,from,0.004602717984326952,0.7189627891544927,0.06666666666666667
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,221,213,0.0536049773755656,3,1,all,0.004384485666104553,0.7176801700117993,0.3333333333333333
there,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218,210,0.0624013761467889,5,1,there,0.004324967761134808,0.7173166664878802,0.13333333333333333
out,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,212,206,0.0476259433962264,3,1,out,0.004205931951195318,0.7165708071933917,0.26666666666666666
up,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,191,187,0.0170727748691099,2,1,up,0.0037893066164071025,0.7137394524425403,0.2
tom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,187,-0.0187894736842105,3,1,tom,0.0037694673147505207,0.7135951183148779,0.06666666666666667
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,190,181,0.1080363157894736,2,1,an,0.0037694673147505207,0.7135951183148779,0.2
daisy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,179,0.0678144444444444,5,1,daisy,0.003571074298184704,0.7120979603707087,0.06666666666666667
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,174,160,0.1029666666666666,3,1,one,0.003452038488245214,0.7111492729201264,0.26666666666666666
were,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,173,161,0.0718196531791907,4,1,were,0.003432199186588632,0.7109872129207931,0.2
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,168,156,0.0982714285714285,4,1,into,0.0033330026783057235,0.7101590967667544,0.06666666666666667
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,150,0.060207738095238,4,1,they,0.0033330026783057235,0.7101590967667544,0.06666666666666667
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,164,163,0.1308262195121951,4,1,this,0.003253645471679397,0.7094742450175407,0.26666666666666666
about,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,151,147,0.0601549668874172,5,1,about,0.002995734550143835,0.7070963596462714,0.2
if,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,146,144,0.0375417808219178,2,1,if,0.0028965380418609263,0.7061128824048067,0.13333333333333333
when,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,144,142,0.0888847222222221,4,1,when,0.002856859438547763,0.7057076553666807,0.2
what,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,143,137,0.081941958041958,4,1,what,0.0028370201368911815,0.7055023982410913,0.2
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,143,135,0.0896307692307692,4,1,over,0.0028370201368911815,0.7055023982410913,0.26666666666666666
then,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,142,142,0.0184549295774647,4,1,then,0.0028171808352345997,0.705295341084867,0.26666666666666666
so,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,140,133,0.0462707142857142,2,1,so,0.0027775022319214363,0.7048757098245103,0.2
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,139,138,0.0498223021582733,4,1,have,0.002757662930264855,0.7046630755634303,0.13333333333333333
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,137,134,0.1462401459854015,2,1,be,0.002717984326951691,0.7042320139723478,0.13333333333333333
by,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,127,121,0.0463370078740157,2,1,by,0.0025195913103858744,0.7019519630583334,0.2
like,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,122,121,0.3417499999999996,4,1,like,0.002420394802102966,0.7007258428377477,0.3333333333333333
down,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,118,118,0.0252703389830508,4,1,down,0.002341037595476639,0.6996986273748821,0.26666666666666666
who,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,115,109,0.0809878260869565,3,1,who,0.0022815196905068944,0.6988990689630948,0.2
man,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0.0685587719298245,3,1,man,0.0022616803888503125,0.6986267022996402,0.2
some,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,113,112,0.0469849557522124,4,1,some,0.0022418410871937306,0.6983513136661652,0.26666666666666666
back,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,109,108,0.0429412844036697,4,1,back,0.002162483880567404,0.6972182788426685,0.26666666666666666
came,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,105,-0.0098188679245283,4,1,came,0.002102965975597659,0.6963335605465436,0.13333333333333333
no,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,105,99,-0.0380857142857142,2,1,no,0.0020831266739410772,0.6960316138420678,0.2
been,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,103,0.0763,4,1,been,0.002063287372284496,0.6957260179566866,0.13333333333333333
is,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,104,98,0.0638105769230768,2,1,is,0.002063287372284496,0.6957260179566866,0.13333333333333333
just,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,103,103,0.126757281553398,4,1,just,0.002043448070627914,0.6954166918442202,0.2
d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,93,0.1662254901960784,1,1,d,0.002023608768971332,0.695103551832043,0.06666666666666667
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102,85,0.1522686274509803,2,1,or,0.002023608768971332,0.695103551832043,0.06666666666666667
little,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102,101,0.0547764705882352,6,1,little,0.002023608768971332,0.695103551832043,0.2
now,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,98,0.1567444444444444,3,1,now,0.0019640908640015872,0.6941403698742133,0.2
don,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,94,0.0643041666666666,3,1,don,0.001904572959031842,0.69313957366851,0.06666666666666667
know,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,93,0.1381020833333333,4,1,know,0.001904572959031842,0.69313957366851,0.13333333333333333
house,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,93,0.0807126315789473,5,1,house,0.0018847336573752603,0.6927971477338802,0.13333333333333333
great,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93,93,0.6363580645161292,5,1,great,0.001845055054062097,0.6920984047010715,0.2
went,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,0.0047230769230769,4,1,went,0.0018053764507489337,0.6913803651090247,0.13333333333333333
after,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,90,90,0.0223466666666666,5,1,after,0.001785537149092352,0.6910138024728482,0.2
before,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,89,89,0.0412561797752809,6,1,before,0.0017656978474357703,0.6906420386261555,0.13333333333333333
eyes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,88,0.0193629213483145,4,1,eyes,0.0017656978474357703,0.6906420386261555,0.13333333333333333
time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,83,0.0467218390804597,4,1,time,0.001726019244122607,0.6898823598382903,0.13333333333333333
didn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,83,0.0745279069767442,4,1,didn,0.0017061799424660253,0.689494158004852,0.0
do,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,86,86,0.1263093023255814,2,1,do,0.0017061799424660253,0.689494158004852,0.2
come,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0.1219255813953488,4,1,come,0.0017061799424660253,0.689494158004852,0.06666666666666667
looked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,0.0883059523809523,6,1,looked,0.0016665013391528617,0.6887002699067727,0.06666666666666667
mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0.0659392857142857,2,0,mr,0.0016665013391528617,0.6887002699067727,0.0
got,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,83,0.0314285714285714,3,1,got,0.0016665013391528617,0.6887002699067727,0.06666666666666667
see,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,82,82,0.0219609756097561,3,1,see,0.0016268227358396984,0.6878819851256843,0.2
old,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0.0917341463414634,3,1,old,0.0016268227358396984,0.6878819851256843,0.13333333333333333
m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,0.0903481481481481,1,1,m,0.0016069834341831167,0.6874632625419423,0.06666666666666667
them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,77,0.0471679012345679,4,1,them,0.0016069834341831167,0.6874632625419423,0.06666666666666667
any,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,79,78,0.0280113924050632,3,1,any,0.0015673048308699534,0.6866057309469275,0.26666666666666666
way,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,78,0.0740935897435897,3,1,way,0.0015474655292133717,0.6861665279438015,0.13333333333333333
ll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,76,0.0996935064935064,2,0,ll,0.00152762622755679,0.6857200900157318,0.0
wilson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,76,-0.0168077922077922,6,1,wilson,0.00152762622755679,0.6857200900157318,0.06666666666666667
two,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,73,0.036856,3,1,two,0.0014879476242436267,0.6848046240657477,0.13333333333333333
car,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,-0.0069918918918918,3,1,car,0.0014681083225870448,0.6843351286141285,0.06666666666666667
away,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,74,74,0.0425959459459459,4,1,away,0.0014681083225870448,0.6843351286141285,0.13333333333333333
not,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,73,73,-0.0034410958904109,3,1,not,0.0014482690209304632,0.6838574622042377,0.26666666666666666
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73,69,0.166041095890411,4,1,more,0.0014482690209304632,0.6838574622042377,0.2
get,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,0.0599712328767123,3,1,get,0.0014482690209304632,0.6838574622042377,0.13333333333333333
night,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,-0.0026876712328767,5,1,night,0.0014482690209304632,0.6838574622042377,0.06666666666666667
room,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,70,0.0302416666666666,4,1,room,0.0014284297192738815,0.6833713636336338,0.06666666666666667
here,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,72,71,0.0573333333333333,4,1,here,0.0014284297192738815,0.6833713636336338,0.2
go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,70,0.0499845070422535,2,1,go,0.0014085904176172998,0.6828765594899542,0.2
re,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0.0268985915492957,2,1,re,0.0014085904176172998,0.6828765594899542,0.06666666666666667
going,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,71,70,0.0133154929577464,5,1,going,0.0014085904176172998,0.6828765594899542,0.2
around,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,71,0.0397,6,1,around,0.0014085904176172998,0.6828765594899542,0.06666666666666667
new,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,70,69,0.0401671428571428,3,1,new,0.0013887511159607182,0.6823727633956729,0.13333333333333333
well,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,69,69,0.1539130434782608,4,1,well,0.0013689118143041365,0.6818596751944429,0.26666666666666666
door,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0.0589735294117646,4,1,door,0.0013490725126475548,0.6813369800735739,0.06666666666666667
jordan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0.1120073529411764,6,1,jordan,0.0013490725126475548,0.6813369800735739,0.06666666666666667
f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0.0861691176470588,1,1,f,0.0013490725126475548,0.6813369800735739,0.06666666666666667
your,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,65,0.0910147058823529,4,1,your,0.0013490725126475548,0.6813369800735739,0.06666666666666667
moment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,66,0.077476119402985,6,1,moment,0.0013292332109909732,0.6808043476166022,0.06666666666666667
gastby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0.6432716417910446,6,1,gastby,0.0013292332109909732,0.6808043476166022,0.0
think,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,65,0.121830303030303,5,1,think,0.0013093939093343915,0.6802614307792342,0.13333333333333333
through,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66,63,0.0183151515151515,7,1,through,0.0013093939093343915,0.6802614307792342,0.2
other,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,65,63,0.1030415384615384,5,1,other,0.0012895546076778098,0.6797078647811866,0.3333333333333333
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,62,0.1084938461538461,5,1,which,0.0012895546076778098,0.6797078647811866,0.2
something,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,64,62,0.0754796874999999,9,1,something,0.0012697153060212281,0.6791432659055908,0.26666666666666666
turned,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64,63,0.0698828125,6,1,turned,0.0012697153060212281,0.6791432659055908,0.13333333333333333
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,64,59,0.002609375,3,1,can,0.0012697153060212281,0.6791432659055908,0.2
ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,63,0.0519078125,2,0,ve,0.0012697153060212281,0.6791432659055908,0.0
hand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0.4458380952380952,4,1,hand,0.0012498760043646463,0.6785672301966525,0.13333333333333333
people,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,60,0.1181809523809524,6,1,people,0.0012498760043646463,0.6785672301966525,0.13333333333333333
us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,62,0.0603841269841269,2,1,us,0.0012498760043646463,0.6785672301966525,0.06666666666666667
never,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,63,62,0.0709555555555555,5,1,never,0.0012498760043646463,0.6785672301966525,0.13333333333333333
long,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63,63,0.0047873015873015,4,1,long,0.0012498760043646463,0.6785672301966525,0.2
made,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,62,61,0.0370129032258064,4,1,made,0.0012300367027080646,0.6779793320451609,0.2
too,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,62,0.1656,3,1,too,0.0012300367027080646,0.6779793320451609,0.06666666666666667
where,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,61,60,0.0494245901639344,5,1,where,0.001210197401051483,0.6773791226501839,0.13333333333333333
very,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,61,60,0.139483606557377,4,1,very,0.001210197401051483,0.6773791226501839,0.13333333333333333
could,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,56,0.1079803278688524,5,1,could,0.001210197401051483,0.6773791226501839,0.06666666666666667
voice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57,0.023201724137931,5,1,voice,0.001150679496081738,0.6754997548619163,0.13333333333333333
want,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0.0758719298245614,4,1,want,0.0011308401944251562,0.6748452867147411,0.06666666666666667
their,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,51,0.1135839285714285,5,1,their,0.0011110008927685746,0.6741758511411072,0.06666666666666667
face,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,0.1648309090909091,4,1,face,0.001091161591111993,0.6734908190761342,0.13333333333333333
first,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,55,54,0.1833527272727273,5,1,first,0.001091161591111993,0.6734908190761342,0.2
again,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,54,0.0441490909090909,5,1,again,0.001091161591111993,0.6734908190761342,0.06666666666666667
look,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53,0.0495037037037036,4,1,look,0.0010713222894554112,0.6727895226904915,0.13333333333333333
knew,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,0.0775943396226415,4,1,knew,0.0010514829877988296,0.672071252218482,0.06666666666666667
would,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,50,0.1658452830188679,5,1,would,0.0010514829877988296,0.672071252218482,0.06666666666666667
toward,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0.0558230769230769,6,1,toward,0.001031643686142248,0.6713352524602902,0.06666666666666667
only,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,52,52,0.0044942307692307,4,1,only,0.001031643686142248,0.6713352524602902,0.26666666666666666
did,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,51,51,0.0112941176470588,3,1,did,0.001011804384485666,0.6705807189178685,0.13333333333333333
saw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,0.140035294117647,3,1,saw,0.001011804384485666,0.6705807189178685,0.13333333333333333
half,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,45,0.070086,4,1,half,0.0009919650828290843,0.6698067935179771,0.2
white,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,48,0.1007510204081632,5,1,white,0.0009721257811725028,0.6690125598689335,0.13333333333333333
right,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49,49,0.0996877551020408,5,1,right,0.0009721257811725028,0.6690125598689335,0.26666666666666666
while,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,48,0.1706479166666666,5,1,while,0.000952286479515921,0.6681970379894457,0.13333333333333333
girl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,0.1002708333333333,4,1,girl,0.000952286479515921,0.6681970379894457,0.06666666666666667
thought,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0.06848125,7,1,thought,0.000952286479515921,0.6681970379894457,0.13333333333333333
took,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0.0952499999999999,4,1,took,0.000952286479515921,0.6681970379894457,0.06666666666666667
began,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0.0160829787234042,5,1,began,0.0009324471778593393,0.6673591784382801,0.06666666666666667
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,41,0.0097586956521739,3,1,are,0.0009126078762027577,0.6664978557621422,0.13333333333333333
even,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,46,43,0.1304760869565217,4,1,even,0.0009126078762027577,0.6664978557621422,0.26666666666666666
day,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0.0712288888888888,3,1,day,0.000892768574546176,0.6656118611656676,0.06666666666666667
told,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0.0134155555555555,4,1,told,0.000892768574546176,0.6656118611656676,0.13333333333333333
off,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,45,0.0628488888888888,3,1,off,0.000892768574546176,0.6656118611656676,0.13333333333333333
light,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,44,0.0571777777777777,5,1,light,0.000892768574546176,0.6656118611656676,0.26666666666666666
young,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,44,0.1753022222222222,5,1,young,0.000892768574546176,0.6656118611656676,0.13333333333333333
sport,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0.0580888888888888,5,1,sport,0.000892768574546176,0.6656118611656676,0.2
last,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45,44,0.1210244444444444,4,1,last,0.000892768574546176,0.6656118611656676,0.26666666666666666
how,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,45,44,0.0648933333333333,3,1,how,0.000892768574546176,0.6656118611656676,0.2
why,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,42,-0.0075999999999999,3,1,why,0.0008729292728895943,0.664699894291389,0.13333333333333333
heard,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0.0333499999999999,5,1,heard,0.0008729292728895943,0.664699894291389,0.13333333333333333
thing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,0.0706023255813953,5,1,thing,0.0008530899712330127,0.6637605539783985,0.06666666666666667
men,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,0.0827744186046511,3,1,men,0.0008530899712330127,0.6637605539783985,0.06666666666666667
asked,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0.0728186046511627,5,1,asked,0.0008530899712330127,0.6637605539783985,0.06666666666666667
until,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,40,-0.0067186046511628,5,1,until,0.0008530899712330127,0.6637605539783985,0.06666666666666667
name,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0.0645714285714285,4,1,name,0.0008332506695764309,0.6627923278454898,0.13333333333333333
because,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,40,0.0597634146341463,7,1,because,0.0008134113679198492,0.6617935805169496,0.06666666666666667
oh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0.1035560975609755,2,1,oh,0.0008134113679198492,0.6617935805169496,0.06666666666666667
afternoon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0.0142463414634146,9,1,afternoon,0.0008134113679198492,0.6617935805169496,0.13333333333333333
hour,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,0.1645575,4,1,hour,0.0007935720662632675,0.6607625402758197,0.06666666666666667
left,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,40,40,-0.021415,4,1,left,0.0007935720662632675,0.6607625402758197,0.26666666666666666
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,37,0.117725,3,1,its,0.0007935720662632675,0.6607625402758197,0.13333333333333333
head,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,40,-0.08162,4,1,head,0.0007935720662632675,0.6607625402758197,0.2
baker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,-0.011776923076923,5,1,baker,0.0007737327646066859,0.6596972838889588,0.06666666666666667
wasn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38,0.1373205128205128,4,1,wasn,0.0007737327646066859,0.6596972838889588,0.0
