word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0.0026478260869565,2,1,be,0.0081502480510276,0.6354268000766977,0.1333333333333333,"data, scheme, classi, class, overlapping"
that,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,23,23,0.1998347826086956,4,1,that,0.0081502480510276,0.6354268000766977,0.4,"data, scheme, classi, class, overlapping"
e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0.3222857142857143,1,1,e,0.0074415308291991,0.6308081703830098,0.0666666666666666,"data, scheme, classi, class, overlapping"
i,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,12,0.3736095238095239,1,1,i,0.0074415308291991,0.6308081703830098,0.1333333333333333,"data, scheme, classi, class, overlapping"
cation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.1065571428571428,6,1,cation,0.0074415308291991,0.6308081703830098,0.0666666666666666,"data, scheme, classi, class, overlapping"
problem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,-0.0346549999999999,7,1,problem,0.0070871722182849,0.6282723810177272,0.0666666666666666,"data, scheme, classi, class, overlapping"
separating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0.3472,10,1,separating,0.0070871722182849,0.6282723810177272,0.1333333333333333,"data, scheme, classi, class, overlapping"
sets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.1041,4,1,sets,0.0070871722182849,0.6282723810177272,0.1333333333333333,"data, scheme, classi, class, overlapping"
as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.26971,2,1,as,0.0070871722182849,0.6282723810177272,0.0666666666666666,"data, scheme, classi, class, overlapping"
c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0.0717368421052631,1,1,c,0.0067328136073706,0.6255609474815194,0.0666666666666666,"data, scheme, classi, class, overlapping"
this,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,19,17,-0.1398631578947368,4,1,this,0.0067328136073706,0.6255609474815194,0.2666666666666666,"data, scheme, classi, class, overlapping"
ers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0.1420111111111111,3,1,ers,0.0063784549964564,0.6226511014835566,0.0,"data, scheme, classi, class, overlapping"
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,17,0.1589666666666667,3,1,are,0.0063784549964564,0.6226511014835566,0.1333333333333333,"data, scheme, classi, class, overlapping"
r,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0.2446625,1,1,r,0.0056697377746279,0.6161216046825284,0.0666666666666666,"data, scheme, classi, class, overlapping"
imbalance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.18946875,9,1,imbalance,0.0056697377746279,0.6161216046825284,0.0666666666666666,"data, scheme, classi, class, overlapping"
set,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0.2702866666666666,3,1,set,0.0053153791637136,0.6124288945957818,0.2,"data, scheme, classi, class, overlapping"
ratio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0.1976333333333333,5,1,ratio,0.0053153791637136,0.6124288945957818,0.0666666666666666,"data, scheme, classi, class, overlapping"
svms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.1615133333333333,4,1,svms,0.0053153791637136,0.6124288945957818,0.0,"data, scheme, classi, class, overlapping"
than,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,13,0.3186214285714285,4,1,than,0.0049610205527994,0.6083877907186052,0.0666666666666666,"data, scheme, classi, class, overlapping"
we,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,0.0693285714285714,2,1,we,0.0049610205527994,0.6083877907186052,0.0666666666666666,"data, scheme, classi, class, overlapping"
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,14,0.0278785714285714,3,1,can,0.0049610205527994,0.6083877907186052,0.2,"data, scheme, classi, class, overlapping"
l,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0.6736461538461539,1,1,l,0.0046066619418851,0.6039359308784116,0.0666666666666666,"data, scheme, classi, class, overlapping"
k,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0.0456846153846153,1,1,k,0.0046066619418851,0.6039359308784116,0.0666666666666666,"data, scheme, classi, class, overlapping"
three,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.0139846153846153,5,1,three,0.0046066619418851,0.6039359308784116,0.1333333333333333,"data, scheme, classi, class, overlapping"
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,12,0.10265,5,1,which,0.0042523033309709,0.5989937658314455,0.2,"data, scheme, classi, class, overlapping"
nb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.07875,2,0,nb,0.0042523033309709,0.5989937658314455,0.0,"data, scheme, classi, class, overlapping"
original,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.525725,8,1,original,0.0042523033309709,0.5989937658314455,0.1333333333333333,"data, scheme, classi, class, overlapping"
nn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.0494916666666666,2,0,nn,0.0042523033309709,0.5989937658314455,0.0,"data, scheme, classi, class, overlapping"
f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0.1740916666666666,1,1,f,0.0042523033309709,0.5989937658314455,0.0666666666666666,"data, scheme, classi, class, overlapping"
by,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,12,0.0845083333333333,2,1,by,0.0042523033309709,0.5989937658314455,0.2,"data, scheme, classi, class, overlapping"
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,11,11,0.0683454545454545,3,1,one,0.0038979447200566,0.5934578873666095,0.2666666666666666,"data, scheme, classi, class, overlapping"
regions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0.0357636363636363,7,1,regions,0.0038979447200566,0.5934578873666095,0.0666666666666666,"data, scheme, classi, class, overlapping"
performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.17584,11,1,performance,0.0035435861091424,0.5871908758202614,0.0666666666666666,"data, scheme, classi, class, overlapping"
two,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-0.07313,3,1,two,0.0035435861091424,0.5871908758202614,0.1333333333333333,"data, scheme, classi, class, overlapping"
model,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,-0.04945,5,1,model,0.0035435861091424,0.5871908758202614,0.2,"data, scheme, classi, class, overlapping"
based,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.17346,5,1,based,0.0035435861091424,0.5871908758202614,0.1333333333333333,"data, scheme, classi, class, overlapping"
ripper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.1238399999999999,6,1,ripper,0.0035435861091424,0.5871908758202614,0.0666666666666666,"data, scheme, classi, class, overlapping"
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,10,-0.04507,4,1,will,0.0035435861091424,0.5871908758202614,0.2,"data, scheme, classi, class, overlapping"
classes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,-0.1865699999999999,7,1,classes,0.0035435861091424,0.5871908758202614,0.0666666666666666,"data, scheme, classi, class, overlapping"
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,9,0.17627,4,1,more,0.0035435861091424,0.5871908758202614,0.2,"data, scheme, classi, class, overlapping"
overlap,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.1895899999999999,7,1,overlap,0.0035435861091424,0.5871908758202614,0.1333333333333333,"data, scheme, classi, class, overlapping"
di,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,-0.0208899999999999,2,1,di,0.0035435861091424,0.5871908758202614,0.0666666666666666,"data, scheme, classi, class, overlapping"
experiment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0.0303555555555555,10,1,experiment,0.0031892274982282,0.5800052903735844,0.1333333333333333,"data, scheme, classi, class, overlapping"
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,9,9,0.1883444444444444,4,1,over,0.0031892274982282,0.5800052903735844,0.2666666666666666,"data, scheme, classi, class, overlapping"
s,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0.2363111111111111,1,1,s,0.0031892274982282,0.5800052903735844,0.0666666666666666,"data, scheme, classi, class, overlapping"
ve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.1034444444444444,2,0,ve,0.0031892274982282,0.5800052903735844,0.0,"data, scheme, classi, class, overlapping"
ping,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.2106555555555555,4,1,ping,0.0031892274982282,0.5800052903735844,0.1333333333333333,"data, scheme, classi, class, overlapping"
each,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,9,9,0.0689888888888888,4,1,each,0.0031892274982282,0.5800052903735844,0.3333333333333333,"data, scheme, classi, class, overlapping"
measure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.1614111111111111,7,1,measure,0.0031892274982282,0.5800052903735844,0.1333333333333333,"data, scheme, classi, class, overlapping"
results,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.313025,7,1,results,0.0028348688873139,0.571637330557974,0.1333333333333333,"data, scheme, classi, class, overlapping"
used,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1228375,4,1,used,0.0028348688873139,0.571637330557974,0.1333333333333333,"data, scheme, classi, class, overlapping"
svdd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.1984375,4,1,svdd,0.0028348688873139,0.571637330557974,0.0,"data, scheme, classi, class, overlapping"
nd,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0.0678125,2,1,nd,0.0028348688873139,0.571637330557974,0.1333333333333333,"data, scheme, classi, class, overlapping"
study,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-0.1796125,5,1,study,0.0028348688873139,0.571637330557974,0.1333333333333333,"data, scheme, classi, class, overlapping"
lapping,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.2118875,7,1,lapping,0.0028348688873139,0.571637330557974,0.1333333333333333,"data, scheme, classi, class, overlapping"
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0.2438714285714285,2,1,it,0.0024805102763997,0.5617012295157272,0.1333333333333333,"data, scheme, classi, class, overlapping"
ing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1162571428571428,3,1,ing,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
m,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0,1,1,m,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
dealing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,-0.0969714285714285,7,1,dealing,0.0024805102763997,0.5617012295157272,0.1333333333333333,"data, scheme, classi, class, overlapping"
t,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0.2552571428571428,1,1,t,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.2429428571428571,4,1,have,0.0024805102763997,0.5617012295157272,0.1333333333333333,"data, scheme, classi, class, overlapping"
re,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.0216999999999999,2,1,re,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
support,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.4978285714285714,7,1,support,0.0024805102763997,0.5617012295157272,0.1333333333333333,"data, scheme, classi, class, overlapping"
non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.1017714285714285,3,1,non,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,7,-0.0304714285714285,4,1,from,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,6,0.1873857142857143,2,1,or,0.0024805102763997,0.5617012295157272,0.0666666666666666,"data, scheme, classi, class, overlapping"
best,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0.6554166666666668,4,1,best,0.0021261516654854,0.5496051325127768,0.2,"data, scheme, classi, class, overlapping"
business,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4143666666666667,8,1,business,0.0021261516654854,0.5496051325127768,0.1333333333333333,"data, scheme, classi, class, overlapping"
international,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4143666666666667,13,1,international,0.0021261516654854,0.5496051325127768,0.1333333333333333,"data, scheme, classi, class, overlapping"
j,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,1,1,j,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
rst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0593333333333333,3,1,rst,0.0021261516654854,0.5496051325127768,0.0,"data, scheme, classi, class, overlapping"
ect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1123666666666666,3,1,ect,0.0021261516654854,0.5496051325127768,0.0,"data, scheme, classi, class, overlapping"
better,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0.5804666666666667,6,1,better,0.0021261516654854,0.5496051325127768,0.2666666666666666,"data, scheme, classi, class, overlapping"
fig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.0,3,1,fig,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
other,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,6,6,0.1106666666666666,5,1,other,0.0021261516654854,0.5496051325127768,0.3333333333333333,"data, scheme, classi, class, overlapping"
region,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.1343833333333333,6,1,region,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
learning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.0758999999999999,8,1,learning,0.0021261516654854,0.5496051325127768,0.1333333333333333,"data, scheme, classi, class, overlapping"
these,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,6,0.0705499999999999,5,1,these,0.0021261516654854,0.5496051325127768,0.1333333333333333,"data, scheme, classi, class, overlapping"
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,-0.0537833333333333,4,1,into,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
conference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4143666666666667,10,1,conference,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
performs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.5283000000000001,8,1,performs,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
intelligence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.4143666666666667,12,1,intelligence,0.0021261516654854,0.5496051325127768,0.0666666666666666,"data, scheme, classi, class, overlapping"
distance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.1445499999999999,8,1,distance,0.0021261516654854,0.5496051325127768,0.1333333333333333,"data, scheme, classi, class, overlapping"
so,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,5,-0.14302,2,1,so,0.0017717930545712,0.5343829898349378,0.2,"data, scheme, classi, class, overlapping"
high,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0.35428,4,1,high,0.0017717930545712,0.5343829898349378,0.2,"data, scheme, classi, class, overlapping"
merging,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.14996,7,1,merging,0.0017717930545712,0.5343829898349378,0.1333333333333333,"data, scheme, classi, class, overlapping"
found,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.36536,5,1,found,0.0017717930545712,0.5343829898349378,0.2,"data, scheme, classi, class, overlapping"
samples,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-0.1171799999999999,7,1,samples,0.0017717930545712,0.5343829898349378,0.1333333333333333,"data, scheme, classi, class, overlapping"
de,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.33002,2,1,de,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
modeling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.0748799999999999,8,1,modeling,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.0943799999999999,1,1,d,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
ratios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.16074,6,1,ratios,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.3535199999999999,3,1,per,0.0017717930545712,0.5343829898349378,0.0,"data, scheme, classi, class, overlapping"
higher,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.42268,6,1,higher,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
tion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-0.40378,4,1,tion,0.0017717930545712,0.5343829898349378,0.0,"data, scheme, classi, class, overlapping"
increase,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.50192,8,1,increase,0.0017717930545712,0.5343829898349378,0.1333333333333333,"data, scheme, classi, class, overlapping"
erent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-0.3923199999999999,5,1,erent,0.0017717930545712,0.5343829898349378,0.0,"data, scheme, classi, class, overlapping"
xi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.24416,2,1,xi,0.0017717930545712,0.5343829898349378,0.0666666666666666,"data, scheme, classi, class, overlapping"
when,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,4,0.069325,4,1,when,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
paper,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.362625,5,1,paper,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
small,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.269325,5,1,small,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
was,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.23485,3,1,was,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
rule,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.216825,4,1,rule,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
gap,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.40285,3,1,gap,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
binary,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,6,1,binary,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
sonar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.216225,5,1,sonar,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
shows,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.237,5,1,shows,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
may,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0.050125,3,1,may,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
uci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,3,1,uci,0.0014174344436569,0.5143212870569726,0.0,"data, scheme, classi, class, overlapping"
table,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,5,1,table,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
world,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.20265,5,1,world,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
real,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.20265,4,1,real,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
sampling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1507,8,1,sampling,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
well,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.380475,4,1,well,0.0014174344436569,0.5143212870569726,0.2666666666666666,"data, scheme, classi, class, overlapping"
tested,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0170499999999999,6,1,tested,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
description,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.4019,11,1,description,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
si,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.202425,2,1,si,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0.0939999999999999,3,1,its,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
test,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-0.125,4,1,test,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
showed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.5053000000000001,6,1,showed,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
there,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.1847499999999999,5,1,there,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.10405,4,1,also,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
h,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.3380499999999999,1,1,h,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
both,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,0.0,4,1,both,0.0014174344436569,0.5143212870569726,0.2,"data, scheme, classi, class, overlapping"
research,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.2443,8,1,research,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
discarding,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.1373249999999999,10,1,discarding,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
between,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0.26575,7,1,between,0.0014174344436569,0.5143212870569726,0.1333333333333333,"data, scheme, classi, class, overlapping"
systematic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.33435,10,1,systematic,0.0014174344436569,0.5143212870569726,0.0666666666666666,"data, scheme, classi, class, overlapping"
rare,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3183666666666667,4,1,rare,0.0010630758327427,0.4860001779968491,0.0666666666666666,"data, scheme, classi, class, overlapping"
