word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,overarcing_theme
describe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,8,1,describe,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
lets,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,4,1,lets,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.34,2,1,us,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
notation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.34,8,1,notation,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
usually,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,7,1,usually,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
easy,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,easy,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
tell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,tell,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
it,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5423,2,1,it,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
over,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.5423,4,1,over,0.0013297872340425,0.3527925170786499,0.2666666666666666,"b, x, n, dx, z, f, k"
true,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5423,4,1,true,0.0013297872340425,0.3527925170786499,0.2666666666666666,"b, x, n, dx, z, f, k"
particular,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.296,10,1,particular,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
whether,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5423,7,1,whether,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
into,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,4,1,into,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
partitioning,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,12,1,partitioning,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
interval,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,interval,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0.0,3,1,one,0.0013297872340425,0.3527925170786499,0.2666666666666666,"b, x, n, dx, z, f, k"
recangle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,recangle,0.0013297872340425,0.3527925170786499,0.0,"b, x, n, dx, z, f, k"
common,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,6,1,common,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
most,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,most,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
find,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,4,1,find,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
these,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,5,1,these,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
so,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,2,1,so,0.0013297872340425,0.3527925170786499,0.2,"b, x, n, dx, z, f, k"
choosing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,8,1,choosing,0.0013297872340425,0.3527925170786499,0.0666666666666666,"b, x, n, dx, z, f, k"
called,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,6,1,called,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
simplest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.6124,8,1,simplest,0.0013297872340425,0.3527925170786499,0.0,"b, x, n, dx, z, f, k"
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0.4019,3,1,all,0.0013297872340425,0.3527925170786499,0.3333333333333333,"b, x, n, dx, z, f, k"
together,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4019,8,1,together,0.0013297872340425,0.3527925170786499,0.1333333333333333,"b, x, n, dx, z, f, k"
hm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2,0,hm,0.0013297872340425,0.3527925170786499,0.0,"b, x, n, dx, z, f, k"
