unknown_word,suggested_word,distance,frequency,avg_sentiment
yo,o,1,36,0.3036888888888889
karke,yarke,1,36,0.2923527777777778
iske,ike,1,36,0.2724249999999999
vah,ah,1,36,0.2594138888888889
tu,u,1,36,0.07674444444444445
thoda,toda,1,36,0.24494999999999992
bohot,boot,1,35,0.30092571428571435
dena,dna,1,34,0.29392647058823534
glitchy,glitch,1,34,0.35903823529411755
sooo,soho,1,34,0.47675000000000006
apne,ape,1,34,0.2289205882352941
iska,sika,1,34,0.3802617647058823
hrs,hs,1,34,-0.02764705882352939
personalization,personalisation,1,34,0.24001764705882356
hoti,hot,1,33,0.2357515151515151
entered,enterer,1,33,0.024412121212121225
bla,ba,1,33,0.14733636363636357
pata,pat,1,33,0.03690606060606061
claud,laud,1,33,0.311509090909091
bcz,bc,1,33,0.21929696969696968
jaldi,jali,1,33,0.14789090909090916
aaj,aa,1,32,0.3973625000000001
acchi,cachi,1,32,0.29794687500000006
thik,tik,1,31,0.18050000000000002
laggy,jaggy,1,31,0.32729999999999987
aisa,ais,1,31,0.24361935483870967
bana,bna,1,31,0.25370967741935485
homeworks,homework,1,30,0.6885733333333331
thi,hi,1,29,0.22952758620689656
bol,bo,1,28,-0.07404285714285716
ty,t,1,28,0.6976642857142856
achi,ach,1,28,0.4130821428571429
karte,kate,1,28,0.2209964285714286
vo,o,1,28,0.14365714285714287
cheaper,heaper,1,27,0.2923481481481482
sirf,sif,1,27,0.07904074074074074
wala,ala,1,27,0.027459259259259253
alexa,alexia,1,27,0.5019296296296295
sare,are,1,27,0.299062962962963
rs,r,1,26,-0.0022461538461538465
baad,aad,1,26,0.07048461538461538
tak,ak,1,26,0.23410000000000006
tarah,tara,1,25,0.289848
usko,uso,1,25,0.108752
simplest,simples,1,25,-0.11316000000000002
learnt,learn,1,25,0.8134039999999999
bhot,bot,1,25,0.21199599999999996
apni,api,1,24,0.3366458333333333
ppl,pdl,1,24,0.5389833333333333
kafi,kaf,1,24,0.41935000000000006
aapka,aapa,1,24,0.1786416666666667
yall,yll,1,24,0.15769166666666665
unsubscribe,unsubscribed,1,24,-0.2215291666666667
iphone,phone,1,24,0.16656666666666675
agentic,argentic,1,24,0.5899541666666667
sabhi,sabzi,1,24,0.37171250000000006
aise,ais,1,24,0.17976666666666666
weren,ween,1,24,0.1477625
eg,e,1,24,0.2717583333333334
hoga,hog,1,24,0.1378083333333333
jio,jo,1,23,0.26959565217391307
delivering,deliverring,1,23,0.11997826086956521
lil,li,1,23,0.5450217391304348
kaise,raise,1,23,0.11863913043478261
uska,usa,1,23,0.12955217391304347
banane,banan,1,23,0.20305217391304345
canceling,cancelling,1,23,-0.08357391304347825
ppt,pt,1,23,0.5708217391304348
ngl,ng,1,22,0.6562454545454546
bohat,boat,1,22,0.37865000000000004
realy,rely,1,22,0.5154727272727272
thx,th,1,22,0.6993909090909092
kro,kr,1,22,0.4235227272727272
banaya,banya,1,22,0.22985909090909093
creations,creation,1,22,0.6782954545454545
revisiting,revisitting,1,22,0.5982136363636363
aata,aaa,1,22,0.18441363636363634
dete,dee,1,22,0.23335454545454545
rahi,rai,1,22,0.23149545454545456
apna,ana,1,22,0.16652272727272727
milta,milt,1,21,0.38209523809523804
dekh,dek,1,21,0.19292857142857148
abt,ab,1,21,0.6450761904761904
paypal,papal,1,21,0.5529095238095239
kare,are,1,21,0.19305238095238095
uske,use,1,21,-0.12381428571428572
bahot,baht,1,21,0.2571428571428572
nuanced,nuance,1,21,0.6206809523809524
advices,advice,1,21,0.6781476190476192
apk,ak,1,21,0.1740095238095238
gemeni,gemini,1,21,0.6173857142857143
mene,men,1,21,0.019223809523809532
ts,t,1,21,0.20725238095238094
emojis,emoji,1,21,0.27280476190476194
promt,prom,1,20,0.136955
haha,aha,1,20,0.6688050000000001
iss,is,1,20,0.48514
rtl,tl,1,20,0.582145
capilot,copilot,1,20,0.6783849999999998
madad,adad,1,20,0.26571
ja,a,1,19,0.26969473684210515
wrost,rost,1,19,-0.06649473684210529
liya,lima,1,19,0.08243157894736844
banaa,banya,1,19,0.26184210526315793
deti,deli,1,19,0.12227368421052635
thanku,thank,1,19,0.5842368421052633
millions,million,1,19,0.5010157894736841
appp,app,1,19,0.20646842105263158
claudes,clades,1,18,0.4179055555555556
baki,bai,1,18,0.17323333333333332
krta,kata,1,18,0.17967777777777777
hamen,hame,1,18,0.5663166666666668
kai,ai,1,18,0.23484444444444444
gud,gu,1,18,0.34330000000000005
bht,ht,1,18,0.4435333333333333
karti,kati,1,18,0.4395777777777778
sawal,sawan,1,18,0.21624444444444446
hadn,had,1,18,0.380488888888889
newer,ewer,1,18,0.46939444444444445
smth,sth,1,18,0.004605555555555548
jai,ai,1,18,0.5970944444444445
altman,atman,1,17,0.04182941176470586
hii,hi,1,17,0.18409999999999999
naam,aam,1,17,0.47388823529411767
lt,t,1,17,0.5591058823529411
af,a,1,17,0.17801176470588237
formulas,formula,1,17,0.4877058823529413
verry,very,1,17,0.45935882352941176
mila,mil,1,17,0.17824117647058826
delivered,deliverer,1,17,0.5575882352941177
cloude,cloud,1,17,0.4729411764705883
bina,bna,1,17,-0.05674117647058824
jb,j,1,17,0.10522941176470588
cp,p,1,17,0.7537941176470588
strategies,strategics,1,17,0.7224823529411765
awsome,awesome,1,16,0.44830625
stronger,stringer,1,16,0.61518125
nah,nh,1,16,0.19549375000000002
theek,thee,1,16,0.15716875
veo,ceo,1,16,0.42411250000000006
attachments,attachment,1,16,0.42694999999999994
gboard,board,1,16,-0.0820875
bixby,bilby,1,16,0.38815625
tq,t,1,16,0.5738875
pta,pt,1,16,-0.03463749999999999
chal,cal,1,16,0.02194375
infact,infant,1,16,0.6790750000000001
diye,dye,1,16,0.155625
docx,doc,1,16,0.33223125000000003
gaye,gay,1,16,0.37499999999999994
hona,hna,1,15,0.20083333333333334
pura,pur,1,15,0.1584533333333333
artists,artist,1,15,0.12807333333333334
hd,h,1,15,0.5586466666666667
ch,h,1,15,0.6497666666666667
veri,ver,1,15,0.8583200000000003
rp,p,1,15,0.08701333333333336
perplexitys,perplexity,1,15,0.48315333333333327
poochh,pooch,1,15,0.28702666666666676
worlds,world,1,15,0.6663666666666667
gya,gy,1,15,-0.01296666666666666
jaisa,paisa,1,15,0.06791333333333334
qwen,wen,1,15,0.6627666666666666
gpts,gps,1,15,0.42502000000000006
safer,safe,1,15,0.8051999999999999
iski,ski,1,15,0.27462666666666663
krna,rna,1,14,0.2492714285714286
muje,mure,1,14,-0.06022142857142857
bestfriend,best friend,1,14,0.6050571428571428
aswell,swell,1,14,0.25810714285714287
hyper,hype,1,14,0.5353285714285716
thodi,tholi,1,14,0.2907428571428571
aaya,aaa,1,14,0.22982857142857144
meh,me,1,14,-0.028799999999999985
hy,h,1,14,0.04212142857142857
agi,ai,1,14,0.1434214285714286
jisse,jesse,1,14,0.10542857142857143
bolta,bota,1,14,0.07469999999999999
preplexity,perplexity,1,14,0.3466857142857144
dost,ost,1,14,0.13620714285714286
qualities,dualities,1,14,0.6861571428571429
hes,hs,1,14,0.16993571428571427
txt,tt,1,14,0.3987357142857143
genrate,generate,1,14,0.5980714285714285
dr,r,1,14,0.29729285714285714
texting,tenting,1,14,0.3394285714285714
lmao,lao,1,14,0.4088928571428572
dosent,docent,1,13,0.41030769230769226
tarike,trike,1,13,0.30519230769230765
lage,lae,1,13,0.14245384615384615
aka,ak,1,13,0.33273846153846154
dnd,nd,1,13,0.34298461538461533
hal,ha,1,13,0.3236153846153846
oc,o,1,13,0.48768461538461544
nsfw,nsf,1,13,0.47168461538461537
rendered,renderer,1,13,-0.17505384615384617
usse,use,1,13,0.3562307692307692
buffering,bufferin,1,13,-0.2527
shi,hi,1,13,0.11963846153846153
goated,gated,1,13,0.3174615384615385
eh,h,1,13,0.1959076923076923
kyon,yon,1,13,-0.060484615384615366
banata,banat,1,13,0.5188692307692307
faltu,falt,1,13,-0.035538461538461526
saath,saith,1,13,0.4800692307692308
phir,phi,1,13,0.26156153846153846
curated,crated,1,13,0.5318076923076924
sh,h,1,13,0.5164307692307692
pasand,pasan,1,13,0.32213846153846154
goto,goo,1,13,0.6233307692307691
bt,t,1,13,0.4317538461538462
upto,pto,1,13,0.3927384615384616
otp,ot,1,13,-0.4386692307692307
oru,ru,1,12,0.4177000000000001
kimi,kami,1,12,0.48724999999999996
karni,arni,1,12,-0.35119166666666674
itni,inti,1,12,0.41939166666666666
bcs,bs,1,12,0.42837499999999995
ata,aa,1,12,0.15254166666666666
sach,ach,1,12,0.3490583333333333
gulal,gula,1,12,0.862625
milti,milt,1,12,0.3596000000000001
anthropics,anthropic,1,12,0.5524166666666666
occured,occurred,1,12,-0.05874166666666667
pagal,agal,1,12,-0.025900000000000003
bada,bad,1,12,0.15314166666666665
kaha,aha,1,12,-0.013816666666666663
filtering,faltering,1,12,0.5171
payments,payment,1,12,0.35260833333333336
kaun,kan,1,12,-0.25569166666666665
rhe,he,1,12,0.2501583333333333
gemni,gemini,1,12,0.45440833333333336
truths,truth,1,12,0.35913333333333336
recomend,recommend,1,12,0.35770833333333335
upi,up,1,12,-0.11473333333333335
theories,theorise,1,12,0.533325
dout,out,1,12,0.4695416666666667
cyber,caber,1,12,0.38697500000000007
discovering,discoverring,1,12,0.7558166666666666
gai,ai,1,12,0.35204166666666675
elon,eln,1,11,0.30768181818181817
dikha,dika,1,11,-0.04477272727272729
avery,very,1,11,0.6993181818181818
smh,sm,1,11,-0.2718363636363636
krne,lrne,1,11,0.2699090909090909
hamare,hamate,1,11,0.1433
mcp,mp,1,11,0.5077636363636363
kiye,kye,1,11,0.49641818181818176
karan,aran,1,11,0.28409090909090906
cgpt,copt,1,11,0.5073545454545454
kahana,khana,1,11,0.05475454545454546
der,de,1,11,0.014836363636363642
manga,kanga,1,11,0.25259090909090903
jaye,jay,1,11,0.3801909090909091
kumar,jumar,1,11,0.5867272727272728
likh,like,1,11,0.01890909090909091
vaise,vase,1,11,0.021290909090909103
vahi,ahi,1,11,-0.021418181818181822
analytics,analytic,1,11,0.6025454545454545
listened,listener,1,11,0.3921818181818182
yar,ar,1,11,0.42251818181818185
bolte,bolt,1,10,0.037610000000000005
wth,th,1,10,-0.19790000000000002
rahul,rahu,1,10,0.47367
pucha,nucha,1,10,0.20209000000000002
kha,ha,1,10,0.13893
bohut,bout,1,10,0.41822
bich,ich,1,10,0.24859
madat,adat,1,10,0.34578
pahle,pale,1,10,0.25514000000000003
bolata,oblata,1,10,0.09006
sunta,sunga,1,10,0.0799
que,ue,1,10,-0.06304000000000001
usne,use,1,10,0.12288000000000002
tooo,too,1,10,0.66256
mana,man,1,10,0.13621000000000003
chahe,chare,1,10,0.40149
dario,dari,1,10,0.8216199999999999
usd,sd,1,10,-0.04586999999999998
khush,hush,1,10,0.6503300000000001
govt,gov,1,10,0.14695
somthing,southing,1,10,0.20105000000000003
chalta,chaeta,1,10,-0.05443999999999999
frnd,find,1,10,0.28992000000000007
jis,ji,1,10,0.0683
futures,future,1,10,0.76547
pehle,peele,1,10,0.35998
diy,dy,1,10,0.31212
leta,lea,1,10,-0.04145000000000001
kis,ki,1,10,0.16356999999999997
aacha,dacha,1,10,0.06101000000000001
dega,deg,1,10,0.44383
ku,u,1,10,0.5108699999999999
jee,ee,1,10,0.5956699999999999
iit,it,1,9,0.20396666666666668
msgs,msg,1,9,0.12175555555555555
ques,ues,1,9,-0.08339999999999997
lga,la,1,9,0.2038111111111111
tk,t,1,9,0.24234444444444447
dslr,dsl,1,9,0.6726
nehi,nevi,1,9,0.12386666666666667
buh,bh,1,9,0.46487777777777783
isne,isn,1,9,0.1984111111111111
kabi,kab,1,9,-0.22273333333333334
aint,ant,1,9,0.5882000000000001
triggered,triggerred,1,9,-0.25193333333333334
crimes,rimes,1,9,-0.02989999999999999
bolna,bola,1,9,0.007622222222222234
yrs,yr,1,9,0.1718333333333334
thr,th,1,9,0.02752222222222222
puch,puce,1,9,0.1738111111111111
regulations,regulation,1,9,0.056400000000000006
kitna,kina,1,9,-0.09140000000000002
kyuki,kuki,1,9,0.20800000000000005
hote,hoe,1,9,0.4632666666666667
powerfull,powerful,1,9,0.7864444444444444
ulta,ult,1,9,-0.062266666666666665
slove,love,1,9,0.31285555555555555
dil,dl,1,9,0.535
bts,bs,1,9,0.26116666666666666
nai,ai,1,9,0.3264666666666667
ghar,gar,1,9,0.022088888888888922
ramu,ram,1,9,0.2793666666666667
sara,ara,1,9,0.4874222222222222
yahan,mahan,1,9,0.6072111111111111
greetings,greeting,1,9,0.5235444444444445
chiz,chi,1,9,-0.03791111111111109
singh,sigh,1,9,0.44188888888888883
weaker,waker,1,9,-0.004877777777777796
cortana,curtana,1,9,0.19184444444444448
jpt,pt,1,9,0.5106111111111111
connections,connection,1,9,0.19010000000000002
og,o,1,9,0.48334444444444447
studys,study,1,8,0.7447
uski,ski,1,8,0.49815000000000004
jaati,jati,1,8,0.14337500000000003
procedures,procedure,1,8,0.5670125
hamara,samara,1,8,0.18213749999999998
seo,se,1,8,0.5510375000000001
reponse,repose,1,8,0.16005000000000003
bhej,beej,1,8,0.13305000000000003
anwer,anser,1,8,0.525225
excelent,excedent,1,8,0.5747875
gemin,genin,1,8,0.159175
glitched,glitches,1,8,0.10493749999999996
dought,ought,1,8,0.6793250000000001
kaafi,kaaf,1,8,0.7377125
ina,ia,1,8,-0.08189999999999999
claudia,claudin,1,8,0.6443124999999998
bothering,botherring,1,8,0.04302499999999998
develope,develop,1,8,0.30250000000000005
revisions,revision,1,8,0.41041249999999996
skte,skie,1,8,0.303575
pl,p,1,8,0.27578749999999996
huh,uh,1,8,0.15685
nalla,nall,1,8,0.43
ugh,ug,1,8,-0.1584625
lyria,lyra,1,8,0.7049125
vedio,vedic,1,8,0.18047500000000005
ao,a,1,8,0.6463125000000001
lips,ips,1,8,0.5917875
rhi,hi,1,8,0.1335875
cluade,clade,1,8,0.8605750000000001
sponsored,sponsorer,1,8,0.3791125
kbhi,khi,1,8,0.032025
jada,jad,1,8,0.22231250000000002
usless,unless,1,8,-0.12396249999999996
copliot,copilot,1,8,0.418725
ssd,sd,1,8,0.06596250000000002
standalone,stand-alone,1,8,0.32749999999999996
jim,im,1,8,0.331425
aasan,pasan,1,8,0.30657500000000004
esa,ea,1,8,0.08340000000000002
panna,anna,1,8,0.619525
che,ce,1,8,0.13635
differences,difference,1,8,0.34333749999999996
haii,haji,1,8,0.3430875
benefited,beneficed,1,8,0.5666
jitna,fitna,1,8,0.138025
filtered,filterer,1,8,0.34095
resend,reseed,1,8,0.0249375
sahab,shab,1,8,0.339325
revolut,revolt,1,8,0.496925
baddest,maddest,1,8,-0.387225
targeted,targeter,1,8,-0.020500000000000018
exiting,exiling,1,8,0.17557500000000004
indepth,in-depth,1,8,0.6787125
wajah,rajah,1,8,0.10927500000000001
variations,variation,1,8,0.5813375000000001
dusra,dura,1,8,0.084875
btata,tata,1,8,0.2882
jese,ese,1,8,0.14115
aage,age,1,7,0.3133285714285714
je,j,1,7,0.16397142857142857
encountering,encounterring,1,7,-0.40778571428571425
naya,nay,1,7,0.05142857142857142
additions,addition,1,7,0.4914714285714285
bokeh,okeh,1,7,0.8118571428571428
fastly,fatly,1,7,0.40609999999999996
paas,pas,1,7,0.32621428571428573
abd,ab,1,7,0.5182285714285715
ocr,cr,1,7,0.1722142857142857
richer,ricer,1,7,0.9267571428571427
ganda,gand,1,7,0.059542857142857133
yad,ya,1,7,0.09567142857142856
bolina,nolina,1,7,0.7430000000000001
worng,worn,1,7,0.1891428571428571
untill,until,1,7,0.06734285714285716
ohh,oh,1,7,0.4455714285714286
realtime,mealtime,1,7,0.6767857142857144
chala,chaja,1,7,0.17917142857142856
meee,meek,1,7,0.7690142857142858
broader,broider,1,7,0.5352285714285714
batao,bata,1,7,0.1757142857142857
soch,soh,1,7,0.2100428571428572
krte,kite,1,7,0.5338142857142857
asa,aa,1,7,0.0559
ekdam,edam,1,7,0.6576285714285713
chahte,chate,1,7,0.5030285714285714
uhh,uh,1,7,0.5563142857142858
premiums,premium,1,7,0.2297
woh,oh,1,7,0.0002857142857142939
galti,malti,1,7,0.08561428571428571
pfp,pdp,1,7,-0.0876
def,de,1,7,0.1715142857142857
javab,java,1,7,0.20505714285714285
alag,lag,1,7,0.2840142857142857
tos,os,1,7,-0.03094285714285713
karun,kanun,1,7,0.05035714285714286
dadi,ddi,1,7,0.45032857142857147
dunga,dung,1,7,0.505
tge,ge,1,7,0.4417428571428572
cz,c,1,7,0.061499999999999985
becouse,because,1,7,0.5800857142857143
dono,ono,1,7,0.38285714285714284
tf,t,1,7,-0.44122857142857136
tnx,tx,1,7,0.47447142857142854
preparations,preparation,1,7,0.6343571428571428
secrets,secret,1,7,0.8189571428571428
bu,u,1,7,0.27422857142857143
xai,ai,1,7,0.4204142857142857
chez,chef,1,7,0.599542857142857
samay,saman,1,7,0.07141428571428571
khup,khu,1,7,0.31135714285714283
uc,u,1,7,0.34572857142857144
intelligences,intelligence,1,7,0.7089142857142858
brainer,rainer,1,7,0.5854
replys,reply,1,7,0.6019857142857143
turant,trant,1,7,0.4233142857142857
umm,um,1,7,0.5536285714285715
irl,ir,1,6,0.41286666666666666
insta,inst,1,6,0.6256833333333334
canva,cava,1,6,-0.5718166666666668
hae,he,1,6,0.5423
pushback,push-back,1,6,0.6087166666666666
anwers,ankers,1,6,0.48491666666666666
calude,calade,1,6,0.4321333333333333
hv,h,1,6,0.2226
padta,padua,1,6,-0.17581666666666665
vey,ey,1,6,0.09959999999999998
ipad,pad,1,6,-0.06285
dissappear,disappear,1,6,-0.04498333333333334
freakin,freaking,1,6,0.29185
totaly,total,1,6,0.010566666666666688
lowkey,low-key,1,6,0.4868166666666667
cheez,cheep,1,6,0.4270833333333333
douts,dots,1,6,0.7383833333333333
thak,thai,1,6,0.19338333333333338
insted,instep,1,6,0.018566666666666638
hisab,higab,1,6,0.09086666666666665
implications,implication,1,6,0.10936666666666668
khatam,ghatam,1,6,-0.01889999999999999
thia,tia,1,6,0.45865
snarky,snaky,1,6,0.23749999999999996
bataya,batata,1,6,0.10018333333333333
karega,karela,1,6,0.2925333333333333
chahti,chati,1,6,0.47281666666666666
abit,bit,1,6,0.5758833333333333
bcuz,buz,1,6,0.32685000000000003
phle,pyle,1,6,0.41101666666666664
roj,ro,1,6,0.16759999999999997
aaye,aye,1,6,0.4849833333333334
jeans,jean,1,6,0.4917500000000001
banao,banal,1,6,-0.11061666666666668
writting,witting,1,6,0.24901666666666666
genai,genal,1,6,0.58995
aps,ps,1,6,0.2755666666666667
onedrive,on drive,1,6,0.7508
valo,vali,1,6,0.15208333333333335
thes,the,1,6,0.5731333333333334
perplexcity,perplexity,1,6,0.8640333333333334
learnings,learning,1,6,0.6105666666666667
bgmi,bmi,1,6,0.6326833333333334
everthing,everting,1,6,0.23895
infos,info,1,6,-0.1178333333333333
ruk,ru,1,6,-0.14165000000000003
buhat,buat,1,6,0.5571333333333334
ker,kr,1,6,-0.14701666666666666
tutoring,tutorring,1,6,0.8049
meny,men,1,6,0.6103000000000001
lagi,lag,1,6,0.5595833333333333
cpt,ct,1,6,0.7025666666666667
krti,nrti,1,6,0.49363333333333337
romba,roma,1,6,0.1987
sabka,saba,1,6,-0.04341666666666668
chijon,chiton,1,6,0.09533333333333334
interms,inters,1,6,0.16661666666666666
xd,x,1,6,0.4464333333333333
asthetic,esthetic,1,6,0.6111166666666666
wonderfull,wonderful,1,6,0.5372166666666667
ei,i,1,6,0.08383333333333333
recomended,recommended,1,6,0.6730333333333333
hj,h,1,6,0.4278666666666667
chating,hating,1,6,0.1792166666666667
softwares,software,1,6,0.7107833333333332
tryed,trued,1,6,0.26425000000000004
yk,k,1,6,-0.09631666666666666
litterally,literally,1,6,0.19518333333333335
reopening,reopenning,1,6,-0.3171166666666667
org,rg,1,6,0.6435833333333334
qr,r,1,6,0.5369333333333334
responce,response,1,6,0.4287
spellings,spelling,1,6,-0.051616666666666665
mcq,mc,1,6,0.5298833333333333
pixar,pilar,1,6,0.3313
behaviors,behavior,1,6,0.3566666666666667
nerfed,nerved,1,6,0.23056666666666667
itt,tt,1,6,0.08948333333333332
bhe,he,1,6,0.3287666666666667
jao,jo,1,6,0.7313333333333335
broo,boo,1,6,0.11531666666666666
sundar,sundae,1,6,0.7768666666666667
bta,ba,1,6,0.23743333333333336
mee,me,1,6,0.6788166666666666
osm,os,1,6,0.4956833333333333
alll,all,1,6,0.6249
lagti,lati,1,6,0.13521666666666665
layak,dayak,1,6,0.0038833333333333497
grock,grok,1,6,-0.004783333333333362
dusre,dure,1,6,0.3226
taraf,tara,1,6,0.35938333333333333
hehe,hebe,1,6,0.6026666666666667
forums,forum,1,6,-0.17835
rong,rng,1,6,0.23223333333333332
litterly,littery,1,6,0.8861166666666666
promts,proms,1,6,0.22144999999999995
bolate,boate,1,6,0.25426666666666664
jaan,jan,1,6,0.15614999999999998
brighter,righter,1,6,0.6906333333333333
translations,translation,1,6,0.8421166666666667
tumne,tune,1,6,0.2283666666666667
donot,donut,1,6,0.2879833333333333
yiu,iu,1,6,0.41853333333333326
wast,wat,1,6,-0.16176666666666667
khub,khu,1,6,0.5419833333333334
dum,um,1,6,0.3055666666666667
galt,gat,1,6,0.0
entries,entrées,1,5,0.7827799999999999
governments,government,1,5,-0.27416
yh,h,1,5,0.31407999999999997
fb,b,1,5,0.17
trys,try,1,5,-0.19504000000000002
comand,command,1,5,0.43856
plss,pass,1,5,-0.00046000000000001595
jaa,aa,1,5,-0.3114
ilove,love,1,5,0.76362
nfl,fl,1,5,-0.17914
mishears,mishars,1,5,-0.2117
intel,inter,1,5,-0.04211999999999999
bato,bat,1,5,0.2374
nn,n,1,5,0.08675999999999999
amezing,amazing,1,5,0.54698
json,son,1,5,-0.07201999999999997
fyi,fi,1,5,0.5894999999999999
goood,good,1,5,0.51676
jk,k,1,5,0.9039999999999999
freind,friend,1,5,0.76714
pyara,para,1,5,0.08942000000000001
ahe,ah,1,5,0.34458
benifit,benefit,1,5,0.49871999999999994
kh,h,1,5,0.46334
minut,mint,1,5,-0.10238000000000003
becuase,because,1,5,0.4859
thier,tier,1,5,0.25339999999999996
wese,wee,1,5,0.23468
qa,a,1,5,0.03265999999999998
ist,it,1,5,0.5357
thn,th,1,5,0.7792199999999999
ott,tt,1,5,0.92386
skta,sta,1,5,0.24455999999999997
gh,h,1,5,0.2909
