word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,log_relative_frequency,participation_score,open_count,closed_count,word_length,vowel_count,class_type,is_short,has_apostrophe,is_alpha,unique_char_ratio,weighted_sentiment,dbscan_cluster,actual_class
very,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12963,8893,0.5348888220319377,4,1,very,0.0095176351213437,-0.8160565192210021,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,1.0697776440638753,0,open
ai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11622,9568,0.4428464980210001,2,1,ai,0.0085330521777565,-0.8352015852276741,0.0666666666666666,1,0,2,2,open,True,False,True,1.0,0.8856929960420002,0,open
but,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11489,9833,0.2979033771433537,3,1,but,0.0084354015204133,-0.8372195089182825,0.2,2,1,3,1,closed,True,False,True,1.0,0.5958067542867074,0,closed
me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10970,8802,0.4262942661804946,2,1,me,0.0080543436921346,-0.84532391714028,0.1333333333333333,1,1,2,1,closed,True,False,True,1.0,0.8525885323609892,0,closed
with,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10064,8453,0.4422598469793279,4,1,with,0.0073891444774515,-0.8604366208087786,0.1333333333333333,1,1,4,1,closed,True,False,True,1.0,0.8845196939586558,0,closed
that,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,9933,7881,0.3483680157052237,4,1,that,0.0072929622510458,-0.862733719757254,0.4,2,3,4,1,open,True,False,True,0.75,0.6967360314104474,0,open
it's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9925,8120,0.4209554760705263,4,1,it's,0.0072870885272959,-0.8628749805194841,0.0,0,0,4,1,ambiguous,True,True,False,1.0,0.8419109521410526,0,ambiguous
good,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9182,7913,0.5902544870398587,4,1,good,0.0067415664340182,-0.876517117310634,0.2,3,0,4,2,open,True,False,True,0.75,1.1805089740797174,0,open
not,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9143,7523,0.1133187247074265,3,1,not,0.0067129320307371,-0.8772633741434733,0.2666666666666666,2,1,3,1,closed,True,False,True,1.0,0.226637449414853,-1,closed
so,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8327,6960,0.4626324846883607,2,1,so,0.0061138122082411,-0.8936534297502559,0.2,2,1,2,1,closed,True,False,True,1.0,0.9252649693767214,0,closed
like,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,8204,6921,0.5480940760604543,4,1,like,0.0060235037055854,-0.8962624715763898,0.3333333333333333,4,1,4,2,open,True,False,True,1.0,1.0961881521209087,0,open
have,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7620,6493,0.3522758398950097,4,1,have,0.0055947218718382,-0.9092092259169874,0.1333333333333333,1,1,4,2,closed,True,False,True,1.0,0.7045516797900194,0,closed
on,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6763,5659,0.2908080585538956,2,1,on,0.0049654992151236,-0.9301268874224682,0.2,2,1,2,1,closed,True,False,True,1.0,0.5816161171077912,0,closed
use,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6262,5556,0.3910858671350989,3,1,use,0.0045976572652823,-0.9436209075802456,0.1333333333333333,2,0,3,2,open,True,False,True,1.0,0.7821717342701978,0,open
best,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6064,5379,0.7739893469657059,4,1,best,0.0044522826024707,-0.9492540071430196,0.2,3,0,4,1,open,True,False,True,1.0,1.5479786939314117,-1,open
can,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5909,5094,0.4809369605686223,3,1,can,0.0043384792048152,-0.9537936325743164,0.2,2,0,3,1,open,True,False,True,1.0,0.9618739211372446,0,open
or,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5383,4466,0.3195562697380638,2,1,or,0.0039522818682553,-0.970139061804651,0.0666666666666666,0,1,2,1,closed,True,False,True,1.0,0.6391125394761276,0,closed
just,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5188,4581,0.3191545296838859,4,1,just,0.00380910985185,-0.9766080274933974,0.2,3,0,4,1,open,True,False,True,1.0,0.6383090593677718,0,open
be,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5153,4521,0.3899559091791188,2,1,be,0.0037834123104439,-0.9777948183884198,0.1333333333333333,1,1,2,1,closed,True,False,True,1.0,0.7799118183582376,0,closed
as,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968,3765,0.3741810789049904,2,1,as,0.003647582448726,-0.98420490237696,0.0666666666666666,1,0,2,1,open,True,False,True,1.0,0.7483621578099808,0,open
all,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,4905,4380,0.4095406116207952,3,1,all,0.0036013268741951,-0.9864424090965022,0.3333333333333333,2,2,3,1,closed,True,False,True,0.6666666666666666,0.8190812232415904,0,closed
are,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4873,4273,0.3243076339010858,3,1,are,0.0035778319791952,-0.9875899509575464,0.1333333333333333,1,1,3,2,closed,True,False,True,1.0,0.6486152678021716,0,closed
more,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4746,4192,0.4826936788874827,4,1,more,0.0034845866146646,-0.992219791938533,0.2,3,0,4,2,open,True,False,True,1.0,0.9653873577749654,0,open
gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,3703,0.3815187499999991,6,1,gemini,0.0033832648799777,-0.9973932421447946,0.0666666666666666,1,0,6,3,open,False,False,True,0.8333333333333334,0.7630374999999981,0,open
chatgpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604,3829,0.4354601650738454,7,1,chatgpt,0.0033803280181028,-0.9975454976941276,0.0,0,0,7,1,ambiguous,False,False,True,0.8571428571428571,0.8709203301476908,0,ambiguous
if,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4548,3995,0.3226216578715908,2,1,if,0.003339211951853,-0.9996910765316313,0.1333333333333333,1,1,2,1,closed,True,False,True,1.0,0.6452433157431816,0,closed
when,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4482,3972,0.1929860553324405,4,1,when,0.0032907537309159,-1.0022539723949475,0.2,2,1,4,1,open,True,False,True,1.0,0.385972110664881,0,open
chat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4387,3547,0.3236788237975834,4,1,chat,0.0032210032613851,-1.0060100330949922,0.0666666666666666,1,0,4,1,open,True,False,True,1.0,0.6473576475951668,0,open
love,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,3935,0.7954353476434897,4,1,love,0.0031468474990418,-1.0100935908456927,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,1.5908706952869793,0,open
better,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4261,3907,0.578630743956811,6,1,better,0.0031284921123232,-1.0111192299824592,0.2666666666666666,4,0,6,2,open,False,False,True,0.6666666666666666,1.157261487913622,0,open
time,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,3787,0.221697961602275,4,1,time,0.0030976550626359,-1.0128559268883437,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.44339592320455,0,open
than,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4054,3800,0.4898945485939778,4,1,than,0.0029765095102929,-1.0198502478130382,0.0666666666666666,0,1,4,1,closed,True,False,True,1.0,0.9797890971879556,0,closed
even,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4005,3570,0.1516511610486892,4,1,even,0.0029405329523244,-1.0219822483869587,0.2666666666666666,4,0,4,2,open,True,False,True,0.75,0.3033023220973784,0,open
your,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3852,3249,0.4003550103842151,4,1,your,0.0028281979856064,-1.0288112406841785,0.0666666666666666,0,0,4,2,ambiguous,True,False,True,1.0,0.8007100207684302,0,ambiguous
has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3852,3496,0.3861653426791272,3,1,has,0.0028281979856064,-1.0288112406841785,0.0666666666666666,0,1,3,1,closed,True,False,True,1.0,0.7723306853582544,0,closed
really,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3836,3355,0.5633261991657965,6,1,really,0.0028164505381065,-1.0295409909741275,0.0666666666666666,1,0,6,2,open,False,False,True,0.8333333333333334,1.126652398331593,0,open
claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,2973,0.4724168332456591,6,0,clade,0.0027914872121691,-1.0311018697408956,0.0,0,0,6,3,ambiguous,False,False,True,1.0,0.9448336664913182,0,ambiguous
an,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3769,3429,0.337194428230301,2,1,an,0.0027672581017005,-1.032630246711787,0.2,1,1,2,1,closed,True,False,True,1.0,0.674388856460602,0,closed
do,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3769,3268,0.238011514990714,2,1,do,0.0027672581017005,-1.032630246711787,0.2,2,1,2,1,closed,True,False,True,1.0,0.476023029981428,0,closed
what,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3755,3347,0.3092999467376821,4,1,what,0.0027569790851381,-1.0332826960443895,0.2,1,1,4,1,closed,True,False,True,1.0,0.6185998934753641,0,closed
great,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3751,3465,0.7225095174620061,5,1,great,0.0027540422232631,-1.0334695569776535,0.2,3,0,5,2,open,False,False,True,1.0,1.4450190349240122,0,open
was,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3706,2960,0.2392383971937399,3,1,was,0.0027210025271696,-1.0355855814386512,0.1333333333333333,1,1,3,1,closed,True,False,True,1.0,0.4784767943874798,0,closed
one,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3686,3355,0.3721748236570801,3,1,one,0.0027063182177947,-1.036534297249533,0.2666666666666666,2,1,3,2,closed,True,False,True,1.0,0.7443496473141602,0,closed
its,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3602,3053,0.3937023875624648,3,1,its,0.0026446441184201,-1.0405759332334257,0.1333333333333333,1,0,3,1,open,True,False,True,1.0,0.7874047751249296,0,open
much,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3358,3096,0.5281251935675985,4,1,much,0.0024654955440463,-1.0528736827373886,0.2,3,0,4,1,open,True,False,True,1.0,1.056250387135197,0,open
from,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3258,3005,0.3321393799877218,4,1,from,0.0023920739971718,-1.058174033620303,0.0666666666666666,0,1,4,1,closed,True,False,True,1.0,0.6642787599754436,0,closed
don't,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,2927,0.1441611008610086,5,1,don't,0.0023876687043593,-1.0584972083736317,0.0666666666666666,1,0,5,1,open,False,True,False,1.0,0.2883222017220172,0,open
will,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3210,2777,0.34177492211838,4,1,will,0.002356831654672,-1.0607762669810383,0.2,2,0,4,1,open,True,False,True,0.75,0.68354984423676,0,open
no,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3126,2724,0.0647254318618042,2,1,no,0.0022951575552974,-1.0654252354963107,0.2,2,0,2,1,open,True,False,True,1.0,0.1294508637236084,-1,open
copilot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3015,2392,0.5912503814262018,7,1,copilot,0.0022136596382667,-1.071763906716818,0.0666666666666666,1,0,7,3,open,False,False,True,0.8571428571428571,1.1825007628524036,0,open
i'm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,2594,0.3781545575515618,3,1,i'm,0.002207051699048,-1.0722880394062482,0.0,0,0,3,1,ambiguous,True,True,False,1.0,0.7563091151031236,0,ambiguous
work,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,2664,0.3979793856655294,4,1,work,0.0021512513234233,-1.0767776685980328,0.1333333333333333,2,0,4,1,open,True,False,True,1.0,0.7959587713310587,0,open
at,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2922,2659,0.2988830937713898,2,1,at,0.0021453775996734,-1.0772570188735064,0.1333333333333333,1,1,2,1,closed,True,False,True,1.0,0.5977661875427795,0,closed
also,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2887,2620,0.4313471770003462,4,1,also,0.0021196800582673,-1.0793697243809928,0.0666666666666666,1,0,4,2,open,True,False,True,1.0,0.8626943540006924,0,open
am,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2866,2501,0.3974231332868109,2,1,am,0.0021042615334236,-1.08064967699266,0.0666666666666666,0,1,2,1,closed,True,False,True,1.0,0.7948462665736218,0,closed
other,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2861,2670,0.4608995805662346,5,1,other,0.0021005904560799,-1.0809558098695298,0.3333333333333333,3,2,5,2,open,False,False,True,1.0,0.9217991611324692,0,open
give,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2859,2586,0.3025084295208107,4,1,give,0.0020991220251424,-1.081078412849378,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.6050168590416214,0,open
get,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2822,2569,0.3206714741318213,3,1,get,0.0020719560527989,-1.0833621710339567,0.1333333333333333,2,0,3,1,open,True,False,True,1.0,0.6413429482636426,0,open
answers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,2536,0.3600345493562238,7,1,answers,0.0020528664506115,-1.0849849589120335,0.1333333333333333,2,0,7,2,open,False,False,True,0.8571428571428571,0.7200690987124476,0,open
using,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2774,2614,0.4010219538572457,5,1,using,0.0020367137102991,-1.0863699174924182,0.0666666666666666,1,0,5,2,open,False,False,True,1.0,0.8020439077144914,0,open
because,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2749,2536,0.2870421244088759,7,1,because,0.0020183583235805,-1.0879571296187147,0.0666666666666666,0,1,7,4,closed,False,False,True,0.8571428571428571,0.5740842488177518,0,closed
help,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2726,2501,0.6524251650770367,4,1,help,0.0020014713677993,-1.0894301654411886,0.0666666666666666,1,0,4,1,open,True,False,True,1.0,1.3048503301540735,0,open
helpful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2703,2586,0.7112720310765835,7,1,helpful,0.0019845844120182,-1.0909156824674215,0.0666666666666666,1,0,7,2,open,False,False,True,0.8571428571428571,1.422544062153167,-1,open
now,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2691,2462,0.2308651430694901,3,1,now,0.0019757738263932,-1.0916957605242743,0.2,2,1,3,1,closed,True,False,True,1.0,0.4617302861389802,0,closed
about,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2610,2334,0.3363922988505742,5,1,about,0.0019163023734249,-1.0970540732835647,0.2,2,1,5,3,open,False,False,True,1.0,0.6727845977011484,0,open
only,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2608,2419,0.2472750383435581,4,1,only,0.0019148339424874,-1.09718847133847,0.2666666666666666,3,1,4,1,open,True,False,True,1.0,0.4945500766871162,0,open
can't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596,2346,0.0819775808936827,5,1,can't,0.0019060233568624,-1.0979970304381643,0.0,0,0,5,1,ambiguous,False,True,False,1.0,0.1639551617873654,0,ambiguous
up,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2595,2408,0.3151385356454724,2,1,up,0.0019052891413937,-1.098064578986116,0.2,3,0,2,1,open,True,False,True,1.0,0.6302770712909448,0,open
free,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2576,2282,0.5736873059006197,4,1,free,0.0018913390474875,-1.0993529711028205,0.2666666666666666,4,0,4,2,open,True,False,True,0.75,1.1473746118012393,0,open
any,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2566,2331,0.397762159002337,3,1,any,0.0018839968928001,-1.100034894381968,0.2666666666666666,2,1,3,1,closed,True,False,True,1.0,0.795524318004674,0,closed
want,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2510,2271,0.3321099601593617,4,1,want,0.0018428808265504,-1.1039034698663586,0.0666666666666666,1,0,4,1,open,True,False,True,1.0,0.6642199203187233,0,open
information,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494,2199,0.3465074178027262,11,1,information,0.0018311333790504,-1.105024639180627,0.0666666666666666,1,0,11,5,open,False,False,True,0.7272727272727273,0.6930148356054524,0,open
make,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2493,2253,0.4000183313277173,4,1,make,0.0018303991635817,-1.1050949508936363,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.8000366626554346,0,open
out,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2477,2291,0.3305319337908759,3,1,out,0.0018186517160818,-1.1062237902318837,0.2666666666666666,4,0,3,2,open,True,False,True,1.0,0.6610638675817518,0,open
answer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,2106,0.1935443140428977,6,1,answer,0.0018142464232693,-1.1066489858825814,0.1333333333333333,2,0,6,2,open,False,False,True,1.0,0.3870886280857954,0,open
they,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2397,1924,0.1596122236128493,4,1,they,0.0017599144785822,-1.111979654029434,0.0666666666666666,0,1,4,1,closed,True,False,True,1.0,0.3192244472256986,0,closed
perplexity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,2030,0.4051121237458193,10,1,perplexity,0.0017562434012384,-1.112345747823007,0.0666666666666666,1,0,10,3,open,False,False,True,0.8,0.8102242474916386,0,open
used,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2340,2204,0.4215300854700853,4,1,used,0.0017180641968637,-1.1161991392902368,0.1333333333333333,2,0,4,2,open,True,False,True,1.0,0.8430601709401706,0,open
how,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2290,2090,0.3912782969432312,3,1,how,0.0016813534234264,-1.1199859442568416,0.2,2,1,3,1,closed,True,False,True,1.0,0.7825565938864624,0,closed
google,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2231,1844,0.3237989690721646,6,1,google,0.0016380347107705,-1.1245621885704584,0.1333333333333333,2,0,6,3,open,False,False,True,0.6666666666666666,0.6475979381443292,0,open
been,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2212,1981,0.3998401446654611,4,1,been,0.0016240846168643,-1.1260616903183442,0.1333333333333333,1,1,4,2,closed,True,False,True,0.75,0.7996802893309222,0,closed
need,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,2028,0.4239893764434184,4,1,need,0.0015895764898333,-1.1298270376647874,0.1333333333333333,2,0,4,2,open,True,False,True,0.75,0.8479787528868368,0,open
things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159,1998,0.4646816118573412,6,1,things,0.0015851711970208,-1.1303135937237034,0.0666666666666666,1,0,6,1,open,False,False,True,1.0,0.9293632237146824,0,open
pro,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2130,1814,0.2041774647887325,3,1,pro,0.0015638789484272,-1.1326845066874118,0.2,3,0,3,1,open,True,False,True,1.0,0.408354929577465,0,open
some,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2124,1957,0.3575925612052737,4,1,some,0.0015594736556147,-1.1331790690859913,0.2666666666666666,2,1,4,2,open,True,False,True,1.0,0.7151851224105474,0,open
ask,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,1920,0.295564660936008,3,1,ask,0.0015374471915524,-1.1356730265597474,0.1333333333333333,2,0,3,1,open,True,False,True,1.0,0.591129321872016,0,open
every,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2077,1959,0.3744797785267214,5,1,every,0.0015249655285837,-1.1371021777573236,0.1333333333333333,1,0,5,2,open,False,False,True,0.8,0.7489595570534427,0,open
there,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2070,1908,0.2887937198067631,5,1,there,0.0015198260203025,-1.1376940547497754,0.1333333333333333,2,0,5,2,open,False,False,True,0.8,0.5775874396135262,0,open
please,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2063,1817,0.3863762481822588,6,1,please,0.0015146865120213,-1.1382879366523926,0.1333333333333333,2,0,6,3,open,False,False,True,0.8333333333333334,0.7727524963645176,0,open
would,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2050,1832,0.4945240000000001,5,1,would,0.0015051417109276,-1.139396225926551,0.0666666666666666,0,0,5,2,ambiguous,False,False,True,1.0,0.9890480000000001,0,ambiguous
questions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,1893,0.4300147966683002,9,1,questions,0.0014985337717089,-1.140167627946555,0.1333333333333333,2,0,9,4,open,False,False,True,0.8888888888888888,0.8600295933366005,0,open
then,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2036,1786,0.1798210707269159,4,1,then,0.0014948626943651,-1.1405976557658712,0.2666666666666666,3,1,4,1,open,True,False,True,1.0,0.3596421414538318,0,open
doesn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029,1874,0.0966021192705766,7,1,doesn't,0.0014897231860839,-1.1412014722437789,0.0,0,0,7,2,ambiguous,False,True,False,1.0,0.1932042385411532,0,ambiguous
gives,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1862,0.357151844365842,5,1,gives,0.0014530124126467,-1.145576006920393,0.0666666666666666,1,0,5,2,open,False,False,True,1.0,0.714303688731684,0,open
too,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1964,1795,0.2542348778004078,3,1,too,0.0014419991806155,-1.146909938696712,0.0666666666666666,1,0,3,2,open,True,False,True,0.6666666666666666,0.5084697556008156,0,open
ever,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1934,1855,0.4302889348500501,4,1,ever,0.0014199727165531,-1.149608641350533,0.0666666666666666,1,0,4,2,open,True,False,True,0.75,0.8605778697001002,0,open
way,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1904,1776,0.4254403361344533,3,1,way,0.0013979462524908,-1.152349534912199,0.1333333333333333,2,0,3,1,open,True,False,True,1.0,0.8508806722689066,0,open
amazing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1902,1787,0.7686182439537339,7,1,amazing,0.0013964778215533,-1.1525337937352949,0.1333333333333333,2,0,7,3,open,False,False,True,0.8571428571428571,1.5372364879074678,-1,open
helps,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,1741,0.7469318230277199,5,1,helps,0.0013773882193659,-1.1549469491458184,0.0666666666666666,1,0,5,1,open,False,False,True,1.0,1.4938636460554398,0,open
we,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1871,1512,0.3804841795831102,2,1,we,0.0013737171420222,-1.1554148497545702,0.0666666666666666,0,1,2,1,closed,True,False,True,1.0,0.7609683591662204,0,closed
everything,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1862,1767,0.4677714285714278,10,1,everything,0.0013671092028035,-1.1562602305976342,0.0666666666666666,0,1,10,3,closed,False,False,True,0.9,0.9355428571428556,0,closed
useful,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1849,1770,0.6697357490535428,6,1,useful,0.0013575644017098,-1.15748857801113,0.0666666666666666,1,0,6,3,open,False,False,True,0.8333333333333334,1.3394714981070857,0,open
which,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1825,1688,0.2947604383561645,5,1,which,0.0013399432304599,-1.1597791571888223,0.2,1,1,5,1,closed,False,False,True,0.8,0.589520876712329,0,closed
after,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1818,1690,0.0845458745874587,5,1,after,0.0013348037221787,-1.1604529190821349,0.2,2,1,5,2,open,False,False,True,1.0,0.1690917491749174,0,open
image,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,1426,0.2103002211166388,5,1,image,0.00132819578296,-1.1613230064959132,0.1333333333333333,2,0,5,3,open,False,False,True,1.0,0.4206004422332776,0,open
