word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,length,confident,resolved_word,relative_frequency,double_log_freq,participation_score,open_count,closed_count,word_length,vowel_count,class_type,is_short,has_apostrophe,is_alpha,unique_char_ratio,weighted_sentiment
etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,497,0.4924574108818011,3,1,etc,0.0003913368448411,0.7389145902984626,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.9849148217636022
you're,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,467,0.3640498062015498,6,1,you're,0.0003788551818725,0.7382012001452419,0.0,0,0,6,3,ambiguous,False,True,False,1.0,0.7280996124030996
won't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,483,0.1000994071146244,5,1,won't,0.000371513027185,0.7377682079927348,0.0,0,0,5,1,ambiguous,False,True,False,1.0,0.2001988142292488
bhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,336,0.2505384133611691,3,1,bhi,0.0003516892095289,0.7365456561588196,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.5010768267223382
improve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,455,0.6276004255319153,7,0,improv,0.0003450812703102,0.7361195495411841,0.0,0,0,7,3,ambiguous,False,False,True,1.0,1.2552008510638306
info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,415,0.2987046666666666,4,0,inro,0.0003303969609353,0.7351363327228854,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.5974093333333332
se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,327,0.2661014117647058,2,0,se,0.0003120415742167,0.7338303343705413,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.5322028235294116
dont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,390,0.1120938679245282,4,1,don't,0.0003113073587479,0.7337761731801926,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.2241877358490564
instructions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,368,0.022787969924812,12,1,instructions,0.0002929519720293,0.7323696085949275,0.0,0,0,12,4,ambiguous,False,False,True,0.6666666666666666,0.045575939849624
hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,305,0.2574188775510204,2,0,hi,0.0002878124637481,0.731956542613032,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.5148377551020408
aur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,236,0.2994975806451612,3,1,aur,0.0002731281543732,0.730725245460503,0.0,0,0,3,2,ambiguous,True,False,True,1.0,0.5989951612903224
isn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,352,0.1668277929155312,5,1,isn't,0.0002694570770294,0.7304048283814875,0.0,0,0,5,1,ambiguous,False,True,False,1.0,0.3336555858310624
there's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,351,0.1500535519125683,7,1,there's,0.0002687228615607,0.7303401086225678,0.0,0,0,7,2,ambiguous,False,True,False,0.8571428571428571,0.3001071038251366
ke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,262,0.1988143646408839,2,0,ke,0.0002657859996857,0.730079064813916,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.3976287292817678
i'll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,328,0.2784230547550433,4,1,i'll,0.0002547727676545,0.7290679867099498,0.0,0,0,4,1,ambiguous,True,True,False,0.75,0.5568461095100866
word,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,305,0.358012084592145,4,0,ord,0.0002430253201546,0.7279291690093824,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.71602416918429
ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,274,0.2990258064516131,2,0,ui,0.000227606795311,0.7263283464581978,0.0,0,0,2,2,ambiguous,True,False,True,1.0,0.5980516129032262
per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,260,0.1877325657894738,3,1,per,0.0002232015024985,0.7258465342145373,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.3754651315789476
ive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,285,0.4658473684210527,3,1,ive,0.0002232015024985,0.7258465342145373,0.0,0,0,3,2,ambiguous,True,False,True,1.0,0.9316947368421054
errors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,267,-0.0456452961672474,6,1,errors,0.0002107198395298,0.7244157694192165,0.0,0,0,6,2,ambiguous,False,False,True,0.6666666666666666,-0.0912905923344948
ye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,229,0.229957042253521,2,0,ye,0.0002085171931236,0.7241525262830516,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.459914084507042
i'd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,255,0.4725339622641505,3,1,i'd,0.0001945670992174,0.7224022671969499,0.0,0,0,3,1,ambiguous,True,True,False,1.0,0.945067924528301
haven't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,245,0.4312599190283399,7,1,haven't,0.00018135122078,0.7205960711159803,0.0,0,0,7,2,ambiguous,False,True,False,1.0,0.8625198380566798
doesnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,216,0.1545796536796538,6,1,doesn't,0.0001696037732801,0.7188493097723178,0.0,0,0,6,2,ambiguous,False,False,True,1.0,0.3091593073593076
alot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,221,0.4798151515151513,4,0,lot,0.0001696037732801,0.7188493097723178,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.9596303030303026
couldn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,209,0.1020499999999999,8,1,couldn't,0.0001615274031239,0.7175596812078684,0.0,0,0,8,2,ambiguous,False,True,False,1.0,0.2040999999999998
mein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,147,0.2553758139534883,4,0,men,0.0001578563257802,0.7169469448948875,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.5107516279069766
uninstall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,204,-0.0414240566037735,9,1,uninstall,0.0001556536793739,0.7165708071933917,0.0,0,0,9,3,ambiguous,False,False,True,0.7777777777777778,-0.082848113207547
suggestions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,198,0.5786729468599033,11,1,suggestions,0.0001519826020302,0.7159290854698608,0.0,0,0,11,4,ambiguous,False,False,True,0.7272727272727273,1.1573458937198067
what's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,194,0.110650243902439,6,1,what's,0.0001505141710927,0.7156670179122586,0.0,0,0,6,1,ambiguous,False,True,False,1.0,0.221300487804878
nhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,150,0.0643613861386138,3,1,nhi,0.0001483115246865,0.7152679393226248,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.1287227722772276
lol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,190,0.5925920792079205,3,1,lol,0.0001483115246865,0.7152679393226248,0.0,0,0,3,1,ambiguous,True,False,True,0.6666666666666666,1.185184158415841
nahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,156,0.1094217821782178,4,0,ahi,0.0001483115246865,0.7152679393226248,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.2188435643564356
achcha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,120,0.2950484848484846,6,1,achcha,0.0001453746628115,0.7147242964149523,0.0,0,0,6,2,ambiguous,False,False,True,0.5,0.5900969696969692
deta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,154,0.2112276923076923,4,0,eta,0.0001431720164053,0.7143075775582761,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.4224553846153846
uninstalled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,180,-0.0691447513812154,11,0,uninstaller,0.0001328929998428,0.7122522622535471,0.0,0,0,11,4,ambiguous,False,False,True,0.8181818181818182,-0.1382895027624308
liye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,152,0.3347072625698323,4,0,lie,0.0001314245689053,0.7119425921947602,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.6694145251396646
mujhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,135,0.2758713483146068,5,1,mujhe,0.0001306903534366,0.7117861441526868,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.5517426966292136
chatting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,169,0.5354348314606743,8,0,catting,0.0001306903534366,0.7117861441526868,0.0,0,0,8,2,ambiguous,False,False,True,0.875,1.0708696629213486
ek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,143,0.23995625,2,0,ek,0.0001292219224991,0.7114699529130536,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.4799125
openai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,165,0.3071862857142856,6,1,openai,0.0001284877070304,0.7113101812857874,0.0,0,0,6,4,ambiguous,False,False,True,1.0,0.6143725714285712
ai's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,163,0.4214291428571426,4,0,ais,0.0001284877070304,0.7113101812857874,0.0,0,0,4,2,ambiguous,True,True,False,1.0,0.8428582857142852
during,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,168,0.3614804597701151,6,0,curing,0.0001277534915616,0.7111492729201264,0.0,0,0,6,2,ambiguous,False,False,True,1.0,0.7229609195402302
na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,103,0.304297674418605,2,0,na,0.0001262850606241,0.710823986108068,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.60859534883721
capabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,162,0.5029244047619047,12,0,culpabilities,0.0001233481987491,0.7101590967667544,0.0,0,0,12,6,ambiguous,False,False,True,0.75,1.0058488095238094
happened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,165,0.1126017964071856,8,0,happener,0.0001226139832804,0.7099897977226882,0.0,0,0,8,3,ambiguous,False,False,True,0.75,0.2252035928143712
samsung,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,147,0.2552572289156627,7,1,samsung,0.0001218797678117,0.7098192343972325,0.0,0,0,7,2,ambiguous,False,False,True,0.8571428571428571,0.5105144578313254
languages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,153,0.4562307228915663,9,1,languages,0.0001218797678117,0.7098192343972325,0.0,0,0,9,4,ambiguous,False,False,True,0.7777777777777778,0.9124614457831326
wouldn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,158,0.2049856249999999,8,1,wouldn't,0.0001174744749992,0.7087683061191127,0.0,0,0,8,2,ambiguous,False,True,False,1.0,0.4099712499999998
raha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,134,0.0318210191082802,4,0,aha,0.0001152718285929,0.7082242840862383,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.0636420382165604
nahin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,108,0.0708711538461538,5,1,nahin,0.0001145376131242,0.7080400611660581,0.0,0,0,5,2,ambiguous,False,False,True,0.8,0.1417423076923076
skills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,149,0.5505796052631577,6,0,kills,0.0001116007512492,0.7072881865044828,0.0,0,0,6,1,ambiguous,False,False,True,0.6666666666666666,1.1011592105263155
deeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,150,0.5322337748344369,6,0,keeper,0.0001108665357805,0.7070963596462714,0.0,0,0,6,3,ambiguous,False,False,True,0.6666666666666666,1.0644675496688738
karta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,112,0.2138205882352942,5,0,kara,9.985330374934472e-05,0.7040135220576845,0.0,0,0,5,2,ambiguous,False,False,True,0.8,0.4276411764705884
kuch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,101,0.1238829629629629,4,0,such,9.911908828059952e-05,0.7037930116945237,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.2477659259259258
he's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,120,0.4857148148148151,4,1,he's,9.911908828059952e-05,0.7037930116945237,0.0,0,0,4,1,ambiguous,True,True,False,1.0,0.9714296296296302
wasn't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,132,0.2348216417910447,6,1,wasn't,9.838487281185437e-05,0.7035704485836136,0.0,0,0,6,1,ambiguous,False,True,False,1.0,0.4696432835820894
everytime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,128,0.092454887218045,9,0,overtime,9.765065734310916e-05,0.7033457975759693,0.0,0,0,9,4,ambiguous,False,False,True,0.7777777777777778,0.18490977443609
kya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,78,0.2327484848484848,3,1,kya,9.691644187436398e-05,0.7031190226451435,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.4654969696969696
hain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,88,0.3554830769230767,4,0,han,9.544801093687362e-05,0.7026589523465382,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.7109661538461534
gonna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,124,0.2378622047244095,5,0,donna,9.324536453063808e-05,0.7019519630583334,0.0,0,0,5,2,ambiguous,False,False,True,0.8,0.475724409448819
kam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,105,0.2237928571428573,3,1,kam,9.25111490618929e-05,0.7017116351057587,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.4475857142857146
rely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,123,0.3830327999999999,4,0,ruly,9.177693359314772e-05,0.7014689038958516,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.7660655999999998
ha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,73,0.6228216000000003,2,0,ha,9.177693359314772e-05,0.7014689038958516,0.0,0,0,2,1,ambiguous,True,False,True,1.0,1.2456432000000006
they're,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,114,0.2419788617886178,7,1,they're,9.030850265565736e-05,0.7009760537519804,0.0,0,0,7,2,ambiguous,False,True,False,0.8571428571428571,0.4839577235772356
soo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,118,0.5282178861788615,3,1,soo,9.030850265565736e-05,0.7009760537519804,0.0,0,0,3,2,ambiguous,True,False,True,0.6666666666666666,1.056435772357723
deepseek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,115,0.3612459016393443,8,1,deepseek,8.957428718691217e-05,0.7007258428377477,0.0,0,0,8,4,ambiguous,False,False,True,0.625,0.7224918032786886
answered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,117,0.2973487394957982,8,0,answerer,8.737164078067662e-05,0.6999594881495779,0.0,0,0,8,3,ambiguous,False,False,True,0.875,0.5946974789915964
you've,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,108,0.3006201754385962,6,1,you've,8.370056343695072e-05,0.6986267022996402,0.0,0,0,6,3,ambiguous,False,True,False,1.0,0.6012403508771924
you'll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,110,0.493263716814159,6,1,you'll,8.296634796820554e-05,0.6983513136661652,0.0,0,0,6,2,ambiguous,False,True,False,0.8333333333333334,0.986527433628318
bhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,85,0.2623035714285714,4,0,bai,8.223213249946035e-05,0.6980728414300967,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.5246071428571428
karne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,93,0.1419481818181818,5,0,karen,8.076370156196999e-05,0.6975063903803305,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.2838963636363636
games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,105,0.457862037037037,5,0,gams,7.929527062447962e-05,0.696926818099908,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.915724074074074
online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,103,0.4287114285714284,6,0,on-line,7.709262421824408e-05,0.6960316138420678,0.0,0,0,6,3,ambiguous,False,False,True,0.8333333333333334,0.8574228571428568
let's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,100,0.3601285714285714,5,1,let's,7.709262421824408e-05,0.6960316138420678,0.0,0,0,5,1,ambiguous,False,True,False,1.0,0.7202571428571428
sab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,92,0.2896882352941177,3,1,sab,7.488997781200853e-05,0.695103551832043,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.5793764705882354
smarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,100,0.6287029411764706,7,0,smatter,7.488997781200853e-05,0.695103551832043,0.0,0,0,7,2,ambiguous,False,False,True,0.8571428571428571,1.2574058823529413
hu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,86,0.122951,2,0,hu,7.342154687451816e-05,0.6944654816061759,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.245902
tha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,86,0.2762826530612244,3,1,tha,7.195311593702781e-05,0.6938110809499752,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.5525653061224488
it'll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,93,0.2238175257731958,5,1,it'll,7.121890046828263e-05,0.693477516218902,0.0,0,0,5,1,ambiguous,False,True,False,0.8,0.4476350515463916
ensures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,95,0.6379531250000001,7,0,ensurer,7.048468499953745e-05,0.69313957366851,0.0,0,0,7,3,ambiguous,False,False,True,0.7142857142857143,1.2759062500000002
wanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,92,0.4308229166666666,5,0,anna,7.048468499953745e-05,0.69313957366851,0.0,0,0,5,2,ambiguous,False,False,True,0.6,0.8616458333333332
kuchh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,72,0.0716126315789473,5,1,kuchh,6.975046953079226e-05,0.6927971477338802,0.0,0,0,5,1,ambiguous,False,False,True,0.8,0.1432252631578946
products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,89,0.4142217391304349,8,1,products,6.754782312455672e-05,0.6917418571940166,0.0,0,0,8,2,ambiguous,False,False,True,1.0,0.8284434782608698
usefull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,87,0.3375184782608696,7,0,useful,6.754782312455672e-05,0.6917418571940166,0.0,0,0,7,3,ambiguous,False,False,True,0.7142857142857143,0.6750369565217392
har,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,77,0.3823977777777778,3,1,har,6.607939218706635e-05,0.6910138024728482,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.7647955555555556
didnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,0.2027593023255814,5,1,didn't,6.314253031208563e-05,0.689494158004852,0.0,0,0,5,1,ambiguous,False,False,True,0.8,0.4055186046511628
cited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0.4931883720930232,5,0,citer,6.314253031208563e-05,0.689494158004852,0.0,0,0,5,2,ambiguous,False,False,True,1.0,0.9863767441860464
helpfull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,0.5090905882352941,8,0,helpful,6.240831484334045e-05,0.6891001806412381,0.0,0,0,8,2,ambiguous,False,False,True,0.75,1.0181811764705881
karna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,76,0.2620788235294117,5,0,kana,6.240831484334045e-05,0.6891001806412381,0.0,0,0,5,2,ambiguous,False,False,True,0.8,0.5241576470588234
claude's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0.4632843373493975,8,1,claude's,6.093988390585008e-05,0.6882942616598658,0.0,0,0,8,3,ambiguous,False,True,False,1.0,0.926568674698795
acha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,73,0.2421072289156627,4,0,ach,6.093988390585008e-05,0.6882942616598658,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.4842144578313254
isko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,68,0.1975658536585366,4,0,iso,6.02056684371049e-05,0.6878819851256843,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.3951317073170732
baat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,67,0.2800487804878049,4,0,bat,6.02056684371049e-05,0.6878819851256843,0.0,0,0,4,2,ambiguous,True,False,True,0.75,0.5600975609756098
among,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,79,0.544434146341463,5,0,mong,6.02056684371049e-05,0.6878819851256843,0.0,0,0,5,2,ambiguous,False,False,True,1.0,1.088868292682926
reliability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0.497040243902439,11,1,reliability,6.02056684371049e-05,0.6878819851256843,0.0,0,0,11,5,ambiguous,False,False,True,0.7272727272727273,0.994080487804878
requires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0.1798395061728395,8,0,required,5.947145296835972e-05,0.6874632625419423,0.0,0,0,8,4,ambiguous,False,False,True,0.75,0.359679012345679
aren't,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79,0.16602875,6,1,aren't,5.8737237499614536e-05,0.6870379087810791,0.0,0,0,6,2,ambiguous,False,True,False,1.0,0.3320575
uninstalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,78,-0.0697278481012658,12,1,uninstalling,5.800302203086936e-05,0.6866057309469275,0.0,0,0,12,4,ambiguous,False,False,True,0.6666666666666666,-0.1394556962025316
offline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,66,0.1850166666666667,7,0,off-line,5.726880656212417e-05,0.6861665279438015,0.0,0,0,7,3,ambiguous,False,False,True,0.8571428571428571,0.3700333333333334
al,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,75,0.4972220779220778,2,0,al,5.6534591093378994e-05,0.6857200900157318,0.0,0,0,2,1,ambiguous,True,False,True,1.0,0.9944441558441556
idk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,0.1569421052631579,3,1,idk,5.580037562463381e-05,0.6852661982533583,0.0,0,0,3,1,ambiguous,True,False,True,1.0,0.3138842105263158
wont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,0.1312513157894737,4,1,won't,5.580037562463381e-05,0.6852661982533583,0.0,0,0,4,1,ambiguous,True,False,True,1.0,0.2625026315789474
hota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,63,0.0528216216216216,4,0,hot,5.4331944687143445e-05,0.6843351286141285,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.1056432432432432
karo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,62,0.2571875,4,0,kar,5.286351374965308e-05,0.6833713636336338,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.514375
sahi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,61,0.0969402777777777,4,0,ahi,5.286351374965308e-05,0.6833713636336338,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.1938805555555554
mera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,64,0.1488098591549295,4,0,era,5.21292982809079e-05,0.6828765594899542,0.0,0,0,4,2,ambiguous,True,False,True,1.0,0.297619718309859
