word,pos,source_base
interjected,verb,interject
interjecting,verb,interject
interjects,verb,interject
interleave,verb,interleave
interleaved,verb,interleave
interleaves,verb,interleave
interleaving,verb,interleave
interlock,verb,interlock
interlocked,verb,interlock
interlocking,verb,interlock
interlocks,verb,interlock
interlope,verb,interlope
interloped,verb,interlope
interlopes,verb,interlope
interloping,verb,interlope
interlude,verb,interlude
interluded,verb,interlude
interludes,verb,interlude
interluding,verb,interlude
intermarried,verb,intermarry
intermarries,verb,intermarry
intermarry,verb,intermarry
intermarrying,verb,intermarry
intern,verb,intern
internalize,verb,internalize
internalized,verb,internalize
internalizes,verb,internalize
internalizing,verb,internalize
internationalize,verb,internationalize
internationalized,verb,internationalize
internationalizes,verb,internationalize
internationalizing,verb,internationalize
interned,verb,intern
interning,verb,intern
interns,verb,intern
interpellate,verb,interpellate
interpellated,verb,interpellate
interpellates,verb,interpellate
interpellating,verb,interpellate
interpenetrate,verb,interpenetrate
interpenetrated,verb,interpenetrate
interpenetrates,verb,interpenetrate
interpenetrating,verb,interpenetrate
interpolate,verb,interpolate
interpolated,verb,interpolate
interpolates,verb,interpolate
interpolating,verb,interpolate
interpose,verb,interpose
interposed,verb,interpose
interposes,verb,interpose
interposing,verb,interpose
interpret,verb,interpret
interprets,verb,interpret
interpretted,verb,interpret
interpretting,verb,interpret
interrelate,verb,interrelate
interrelated,verb,interrelate
interrelates,verb,interrelate
interrelating,verb,interrelate
interrogate,verb,interrogate
interrogated,verb,interrogate
interrogates,verb,interrogate
interrogating,verb,interrogate
interrupt,verb,interrupt
interrupted,verb,interrupt
interrupting,verb,interrupt
interrupts,verb,interrupt
intersect,verb,intersect
intersected,verb,intersect
intersecting,verb,intersect
intersects,verb,intersect
intersperse,verb,intersperse
interspersed,verb,intersperse
intersperses,verb,intersperse
interspersing,verb,intersperse
interstratified,verb,interstratify
interstratifies,verb,interstratify
interstratify,verb,interstratify
interstratifying,verb,interstratify
intertwine,verb,intertwine
intertwined,verb,intertwine
intertwines,verb,intertwine
intertwining,verb,intertwine
intervene,verb,intervene
intervened,verb,intervene
intervenes,verb,intervene
intervening,verb,intervene
interview,verb,interview
interviewed,verb,interview
interviewing,verb,interview
interviews,verb,interview
intimate,verb,intimate
intimated,verb,intimate
intimates,verb,intimate
intimating,verb,intimate
intimidate,verb,intimidate
intimidated,verb,intimidate
intimidates,verb,intimidate
intimidating,verb,intimidate
intonate,verb,intonate
intonated,verb,intonate
intonates,verb,intonate
intonating,verb,intonate
intoxicate,verb,intoxicate
intoxicated,verb,intoxicate
intoxicates,verb,intoxicate
intoxicating,verb,intoxicate
intrigue,verb,intrigue
intrigued,verb,intrigue
intrigues,verb,intrigue
intriguing,verb,intrigue
introduce,verb,introduce
introduced,verb,introduce
introduces,verb,introduce
introducing,verb,introduce
introject,verb,introject
introjected,verb,introject
introjecting,verb,introject
introjects,verb,introject
introspect,verb,introspect
introspected,verb,introspect
introspecting,verb,introspect
introspects,verb,introspect
introvert,verb,introvert
introverted,verb,introvert
introverting,verb,introvert
introverts,verb,introvert
intrude,verb,intrude
intrude on,verb,intrude on
intruded,verb,intrude
intrudes,verb,intrude
intruding,verb,intrude
intuit,verb,intuit
intuited,verb,intuit
intuiting,verb,intuit
intuits,verb,intuit
intussuscept,verb,intussuscept
intussuscepted,verb,intussuscept
intussuscepting,verb,intussuscept
intussuscepts,verb,intussuscept
inundate,verb,inundate
inundated,verb,inundate
inundates,verb,inundate
inundating,verb,inundate
inure,verb,inure
inured,verb,inure
inures,verb,inure
inuring,verb,inure
invade,verb,invade
invaded,verb,invade
invades,verb,invade
invading,verb,invade
invaginate,verb,invaginate
invaginated,verb,invaginate
invaginates,verb,invaginate
invaginating,verb,invaginate
invalid,verb,invalid
invalidate,verb,invalidate
invalidated,verb,invalidate
invalidates,verb,invalidate
invalidating,verb,invalidate
invalidded,verb,invalid
invalidding,verb,invalid
invalids,verb,invalid
invent,verb,invent
invented,verb,invent
inventing,verb,invent
inventoried,verb,inventory
inventories,verb,inventory
inventory,verb,inventory
inventorying,verb,inventory
invents,verb,invent
invert,verb,invert
inverted,verb,invert
inverting,verb,invert
inverts,verb,invert
invest,verb,invest
invested,verb,invest
investigate,verb,investigate
investigated,verb,investigate
investigates,verb,investigate
investigating,verb,investigate
investing,verb,invest
invests,verb,invest
invigilate,verb,invigilate
invigilated,verb,invigilate
invigilates,verb,invigilate
invigilating,verb,invigilate
invigorate,verb,invigorate
invigorated,verb,invigorate
invigorates,verb,invigorate
invigorating,verb,invigorate
invite,verb,invite
invited,verb,invite
invites,verb,invite
inviting,verb,invite
invoice,verb,invoice
invoiced,verb,invoice
invoices,verb,invoice
invoicing,verb,invoice
invoke,verb,invoke
invoked,verb,invoke
invokes,verb,invoke
invoking,verb,invoke
involve,verb,involve
involved,verb,involve
involves,verb,involve
involving,verb,involve
inweave,verb,inweave
inweaved,verb,inweave
inweaves,verb,inweave
inweaving,verb,inweave
iodinate,verb,iodinate
iodinated,verb,iodinate
iodinates,verb,iodinate
iodinating,verb,iodinate
iodize,verb,iodize
iodized,verb,iodize
iodizes,verb,iodize
iodizing,verb,iodize
ionate,verb,ionate
ionated,verb,ionate
ionates,verb,ionate
ionating,verb,ionate
ionize,verb,ionize
ionized,verb,ionize
ionizes,verb,ionize
ionizing,verb,ionize
iridesce,verb,iridesce
iridesced,verb,iridesce
iridesces,verb,iridesce
iridescing,verb,iridesce
iron,verb,iron
iron out,verb,iron out
ironned,verb,iron
ironning,verb,iron
irons,verb,iron
irradiate,verb,irradiate
irradiated,verb,irradiate
irradiates,verb,irradiate
irradiating,verb,irradiate
irrigate,verb,irrigate
irrigated,verb,irrigate
irrigates,verb,irrigate
irrigating,verb,irrigate
irritate,verb,irritate
irritated,verb,irritate
irritates,verb,irritate
irritating,verb,irritate
is,verb,is
ised,verb,is
ises,verb,is
ising,verb,is
islamize,verb,islamize
islamized,verb,islamize
islamizes,verb,islamize
islamizing,verb,islamize
island hop,verb,island hop
isolate,verb,isolate
isolated,verb,isolate
isolates,verb,isolate
isolating,verb,isolate
isomerize,verb,isomerize
isomerized,verb,isomerize
isomerizes,verb,isomerize
isomerizing,verb,isomerize
issue,verb,issue
issue forth,verb,issue forth
issued,verb,issue
issues,verb,issue
issuing,verb,issue
italicize,verb,italicize
italicized,verb,italicize
italicizes,verb,italicize
italicizing,verb,italicize
itch,verb,itch
itched,verb,itch
itches,verb,itch
itching,verb,itch
itemize,verb,itemize
itemized,verb,itemize
itemizes,verb,itemize
itemizing,verb,itemize
iterate,verb,iterate
iterated,verb,iterate
iterates,verb,iterate
iterating,verb,iterate
itinerate,verb,itinerate
itinerated,verb,itinerate
itinerates,verb,itinerate
itinerating,verb,itinerate
jab,verb,jab
jabbed,verb,jab
jabbing,verb,jab
jabs,verb,jab
jack,verb,jack
jacked,verb,jack
jacket,verb,jacket
jackets,verb,jacket
jacketted,verb,jacket
jacketting,verb,jacket
jacking,verb,jack
jackknife,verb,jackknife
jackknifed,verb,jackknife
jackknifes,verb,jackknife
jackknifing,verb,jackknife
jacklight,verb,jacklight
jacklighted,verb,jacklight
jacklighting,verb,jacklight
jacklights,verb,jacklight
jackrabbit,verb,jackrabbit
jackrabbits,verb,jackrabbit
jackrabbitted,verb,jackrabbit
jackrabbitting,verb,jackrabbit
jacks,verb,jack
jag,verb,jag
jagged,verb,jag
jagging,verb,jag
jags,verb,jag
jam,verb,jam
jammed,verb,jam
jamming,verb,jam
jams,verb,jam
japan,verb,japan
japanned,verb,japan
japanning,verb,japan
japans,verb,japan
jar,verb,jar
jarred,verb,jar
jarring,verb,jar
jars,verb,jar
jaundice,verb,jaundice
jaundiced,verb,jaundice
jaundices,verb,jaundice
jaundicing,verb,jaundice
jaywalk,verb,jaywalk
jaywalked,verb,jaywalk
jaywalking,verb,jaywalk
jaywalks,verb,jaywalk
jazz,verb,jazz
jazz up,verb,jazz up
jazzed,verb,jazz
jazzes,verb,jazz
jazzing,verb,jazz
jeer,verb,jeer
jeered,verb,jeer
jeering,verb,jeer
jeers,verb,jeer
jell,verb,jell
jelled,verb,jell
jellified,verb,jellify
jellifies,verb,jellify
jellify,verb,jellify
jellifying,verb,jellify
jelling,verb,jell
jells,verb,jell
jerk,verb,jerk
jerked,verb,jerk
jerking,verb,jerk
jerks,verb,jerk
jet,verb,jet
jets,verb,jet
jetted,verb,jet
jetting,verb,jet
jettison,verb,jettison
jettisonned,verb,jettison
jettisonning,verb,jettison
jettisons,verb,jettison
jibe,verb,jibe
jibed,verb,jibe
jibes,verb,jibe
jibing,verb,jibe
jig,verb,jig
jigged,verb,jig
jigging,verb,jig
jiggle,verb,jiggle
jiggled,verb,jiggle
jiggles,verb,jiggle
jiggling,verb,jiggle
jigs,verb,jig
jilt,verb,jilt
jilted,verb,jilt
jilting,verb,jilt
jilts,verb,jilt
jingle,verb,jingle
jingled,verb,jingle
jingles,verb,jingle
jingling,verb,jingle
jinx,verb,jinx
jinxed,verb,jinx
jinxes,verb,jinx
jinxing,verb,jinx
jitterbug,verb,jitterbug
jitterbugged,verb,jitterbug
jitterbugging,verb,jitterbug
jitterbugs,verb,jitterbug
jive,verb,jive
jived,verb,jive
jives,verb,jive
jiving,verb,jive
job,verb,job
jobbed,verb,job
jobbing,verb,job
jobs,verb,job
jockey,verb,jockey
jockeyed,verb,jockey
jockeying,verb,jockey
jockeys,verb,jockey
jog,verb,jog
jogged,verb,jog
jogging,verb,jog
joggle,verb,joggle
joggled,verb,joggle
joggles,verb,joggle
joggling,verb,joggle
jogs,verb,jog
join,verb,join
join battle,verb,join battle
joined,verb,join
joining,verb,join
joins,verb,join
joint,verb,joint
jointed,verb,joint
jointing,verb,joint
joints,verb,joint
joke,verb,joke
joked,verb,joke
jokes,verb,joke
joking,verb,joke
jolt,verb,jolt
jolted,verb,jolt
jolting,verb,jolt
jolts,verb,jolt
jostle,verb,jostle
jostled,verb,jostle
jostles,verb,jostle
jostling,verb,jostle
jot down,verb,jot down
joust,verb,joust
jousted,verb,joust
jousting,verb,joust
jousts,verb,joust
joyride,verb,joyride
joyrided,verb,joyride
joyrides,verb,joyride
joyriding,verb,joyride
jubilate,verb,jubilate
jubilated,verb,jubilate
jubilates,verb,jubilate
jubilating,verb,jubilate
judder,verb,judder
judderred,verb,judder
judderring,verb,judder
judders,verb,judder
judge,verb,judge
judged,verb,judge
judges,verb,judge
judging,verb,judge
jug,verb,jug
jugged,verb,jug
jugging,verb,jug
juggle,verb,juggle
juggled,verb,juggle
juggles,verb,juggle
juggling,verb,juggle
jugs,verb,jug
julienne,verb,julienne
julienned,verb,julienne
juliennes,verb,julienne
julienning,verb,julienne
jumble,verb,jumble
jumbled,verb,jumble
jumbles,verb,jumble
jumbling,verb,jumble
jump,verb,jump
jump off,verb,jump off
jumped,verb,jump
jumping,verb,jump
jumps,verb,jump
jumpstart,verb,jumpstart
jumpstarted,verb,jumpstart
jumpstarting,verb,jumpstart
jumpstarts,verb,jumpstart
junketeer,verb,junketeer
junketeered,verb,junketeer
junketeering,verb,junketeer
junketeers,verb,junketeer
justified,verb,justify
justifies,verb,justify
justify,verb,justify
justifying,verb,justify
juxtapose,verb,juxtapose
juxtaposed,verb,juxtapose
juxtaposes,verb,juxtapose
juxtaposing,verb,juxtapose
kayak,verb,kayak
kayakked,verb,kayak
kayakking,verb,kayak
kayaks,verb,kayak
keel over,verb,keel over
keep,verb,keep
keep away,verb,keep away
keep down,verb,keep down
keep in,verb,keep in
keep note,verb,keep note
keep off,verb,keep off
keep one's eyes peeled,verb,keep one's eyes peeled
keep open,verb,keep open
keep out,verb,keep out
keep quiet,verb,keep quiet
keep step,verb,keep step
keep tabs on,verb,keep tabs on
keep to oneself,verb,keep to oneself
keep track,verb,keep track
keep up,verb,keep up
keeped,verb,keep
keeping,verb,keep
keeps,verb,keep
kennel,verb,kennel
kennelled,verb,kennel
kennelling,verb,kennel
kennels,verb,kennel
kept,verb,kept
kepted,verb,kept
kepting,verb,kept
kepts,verb,kept
keratinize,verb,keratinize
keratinized,verb,keratinize
keratinizes,verb,keratinize
keratinizing,verb,keratinize
kern,verb,kern
kerned,verb,kern
kerning,verb,kern
kerns,verb,kern
key,verb,key
keyed,verb,key
keying,verb,key
keynote,verb,keynote
keynoted,verb,keynote
keynotes,verb,keynote
keynoting,verb,keynote
keys,verb,key
kibitz,verb,kibitz
kibitzed,verb,kibitz
kibitzes,verb,kibitz
kibitzing,verb,kibitz
kick,verb,kick
kick around,verb,kick around
kick back,verb,kick back
kick in,verb,kick in
kick one's heels,verb,kick one's heels
kick up,verb,kick up
kick-start,verb,kick-start
kicked,verb,kick
kicking,verb,kick
kicks,verb,kick
kid,verb,kid
kidded,verb,kid
kidding,verb,kid
kidnap,verb,kidnap
kidnapped,verb,kidnap
kidnapping,verb,kidnap
kidnaps,verb,kidnap
kids,verb,kid
kill,verb,kill
kill oneself,verb,kill oneself
killed,verb,kill
killing,verb,kill
kills,verb,kill
kindle,verb,kindle
kindled,verb,kindle
kindles,verb,kindle
kindling,verb,kindle
kiss,verb,kiss
kissed,verb,kiss
kisses,verb,kiss
kissing,verb,kiss
kit out,verb,kit out
kite,verb,kite
kited,verb,kite
kites,verb,kite
kiting,verb,kite
kitten,verb,kitten
kittenned,verb,kitten
kittenning,verb,kitten
kittens,verb,kitten
knead,verb,knead
kneaded,verb,knead
kneading,verb,knead
kneads,verb,knead
kneecap,verb,kneecap
kneecapped,verb,kneecap
kneecapping,verb,kneecap
kneecaps,verb,kneecap
kneel,verb,kneel
kneeled,verb,kneel
kneeling,verb,kneel
kneels,verb,kneel
knell,verb,knell
knelled,verb,knell
knelling,verb,knell
knells,verb,knell
knelt,verb,knelt
knelted,verb,knelt
knelting,verb,knelt
knelts,verb,knelt
knew,verb,knew
knewed,verb,knew
knewing,verb,knew
knews,verb,knew
knife,verb,knife
knifed,verb,knife
knifes,verb,knife
knifing,verb,knife
knight,verb,knight
knighted,verb,knight
knighting,verb,knight
knights,verb,knight
knit,verb,knit
knits,verb,knit
knitted,verb,knit
knitting,verb,knit
knock,verb,knock
knock cold,verb,knock cold
knock out,verb,knock out
knocked,verb,knock
knocking,verb,knock
knocks,verb,knock
knot,verb,knot
knots,verb,knot
knotted,verb,knot
knotting,verb,knot
know,verb,know
know the score,verb,know the score
knowed,verb,know
knowing,verb,know
knows,verb,know
knuckle,verb,knuckle
knuckled,verb,knuckle
knuckles,verb,knuckle
knuckling,verb,knuckle
label,verb,label
labelled,verb,label
labelling,verb,label
labels,verb,label
labor,verb,labor
laborred,verb,labor
laborring,verb,labor
labors,verb,labor
lace,verb,lace
laced,verb,lace
lacerate,verb,lacerate
lacerated,verb,lacerate
lacerates,verb,lacerate
lacerating,verb,lacerate
laces,verb,lace
lacing,verb,lace
lacquer,verb,lacquer
lacquered,verb,lacquer
lacquering,verb,lacquer
lacquers,verb,lacquer
ladder,verb,ladder
ladderred,verb,ladder
ladderring,verb,ladder
ladders,verb,ladder
ladle,verb,ladle
ladled,verb,ladle
ladles,verb,ladle
ladling,verb,ladle
lag,verb,lag
lagged,verb,lag
lagging,verb,lag
lags,verb,lag
laicize,verb,laicize
laicized,verb,laicize
laicizes,verb,laicize
laicizing,verb,laicize
laid,verb,laid
laided,verb,laid
laiding,verb,laid
laids,verb,laid
lain,verb,lain
lained,verb,lain
laining,verb,lain
lains,verb,lain
lam into,verb,lam into
lamb,verb,lamb
lambed,verb,lamb
lambing,verb,lamb
lambs,verb,lamb
lament,verb,lament
lamented,verb,lament
lamenting,verb,lament
laments,verb,lament
laminate,verb,laminate
laminated,verb,laminate
laminates,verb,laminate
laminating,verb,laminate
lance,verb,lance
lanced,verb,lance
lances,verb,lance
lancing,verb,lance
land,verb,land
land up,verb,land up
landed,verb,land
landing,verb,land
lands,verb,land
landscape,verb,landscape
landscaped,verb,landscape
landscapes,verb,landscape
landscaping,verb,landscape
languish,verb,languish
languished,verb,languish
languishes,verb,languish
languishing,verb,languish
lap,verb,lap
lapidate,verb,lapidate
lapidated,verb,lapidate
lapidates,verb,lapidate
lapidating,verb,lapidate
lapidified,verb,lapidify
lapidifies,verb,lapidify
lapidify,verb,lapidify
lapidifying,verb,lapidify
lapped,verb,lap
lapping,verb,lap
laps,verb,lap
lapse,verb,lapse
lapsed,verb,lapse
lapses,verb,lapse
lapsing,verb,lapse
lard,verb,lard
larded,verb,lard
larding,verb,lard
lards,verb,lard
lash,verb,lash
lash together,verb,lash together
lashed,verb,lash
lashes,verb,lash
lashing,verb,lash
lasso,verb,lasso
lassoed,verb,lasso
lassoes,verb,lasso
lassoing,verb,lasso
last,verb,last
last out,verb,last out
lasted,verb,last
lasting,verb,last
lasts,verb,last
latch,verb,latch
latch on,verb,latch on
latched,verb,latch
latches,verb,latch
latching,verb,latch
lateralize,verb,lateralize
lateralized,verb,lateralize
lateralizes,verb,lateralize
lateralizing,verb,lateralize
lather,verb,lather
latherred,verb,lather
latherring,verb,lather
lathers,verb,lather
latinize,verb,latinize
latinized,verb,latinize
latinizes,verb,latinize
latinizing,verb,latinize
laud,verb,laud
lauded,verb,laud
lauding,verb,laud
lauds,verb,laud
laugh,verb,laugh
laugh off,verb,laugh off
laughed,verb,laugh
laughing,verb,laugh
laughs,verb,laugh
launch,verb,launch
launched,verb,launch
launches,verb,launch
launching,verb,launch
launder,verb,launder
launderred,verb,launder
launderring,verb,launder
launders,verb,launder
lave,verb,lave
laved,verb,lave
laves,verb,lave
laving,verb,lave
lavish,verb,lavish
lavished,verb,lavish
lavishes,verb,lavish
lavishing,verb,lavish
lay,verb,lay
lay down,verb,lay down
lay hands on,verb,lay hands on
lay out,verb,lay out
lay over,verb,lay over
lay up,verb,lay up
lay waste to,verb,lay waste to
layed,verb,lay
layer,verb,layer
layerred,verb,layer
layerring,verb,layer
layers,verb,layer
laying,verb,lay
lays,verb,lay
leach,verb,leach
leached,verb,leach
leaches,verb,leach
leaching,verb,leach
lead,verb,lead
lead off,verb,lead off
lead on,verb,lead on
lead up,verb,lead up
leaded,verb,lead
leading,verb,lead
leads,verb,lead
leaf,verb,leaf
leafed,verb,leaf
leafing,verb,leaf
leafs,verb,leaf
league,verb,league
leagued,verb,league
leagues,verb,league
leaguing,verb,league
leak,verb,leak
leaked,verb,leak
leaking,verb,leak
leaks,verb,leak
lean,verb,lean
lean back,verb,lean back
lean on,verb,lean on
leaned,verb,lean
leaning,verb,lean
leans,verb,lean
leap,verb,leap
leap out,verb,leap out
leaped,verb,leap
leapfrog,verb,leapfrog
leapfrogged,verb,leapfrog
leapfrogging,verb,leapfrog
leapfrogs,verb,leapfrog
leaping,verb,leap
leaps,verb,leap
learn,verb,learn
learned,verb,learn
learnedded,verb,learned
learnedding,verb,learned
learneds,verb,learned
learning,verb,learn
learns,verb,learn
lease,verb,lease
leased,verb,lease
leases,verb,lease
leasing,verb,lease
leather,verb,leather
leatherred,verb,leather
leatherring,verb,leather
leathers,verb,leather
leave,verb,leave
leave behind,verb,leave behind
leave no stone unturned,verb,leave no stone unturned
leave off,verb,leave off
leave office,verb,leave office
leaved,verb,leave
leaves,verb,leave
leaving,verb,leave
lecture,verb,lecture
lectured,verb,lecture
lectures,verb,lecture
lecturing,verb,lecture
led,verb,led
ledded,verb,led
ledding,verb,led
leds,verb,led
leech onto,verb,leech onto
leer,verb,leer
leered,verb,leer
leering,verb,leer
leers,verb,leer
left,verb,left
lefted,verb,left
lefting,verb,left
lefts,verb,left
legalize,verb,legalize
legalized,verb,legalize
legalizes,verb,legalize
legalizing,verb,legalize
legislate,verb,legislate
legislated,verb,legislate
legislates,verb,legislate
legislating,verb,legislate
legitimate,verb,legitimate
legitimated,verb,legitimate
legitimates,verb,legitimate
legitimating,verb,legitimate
lend,verb,lend
lend oneself,verb,lend oneself
lended,verb,lend
lending,verb,lend
lends,verb,lend
lengthen,verb,lengthen
lengthenned,verb,lengthen
lengthenning,verb,lengthen
lengthens,verb,lengthen
lent,verb,lent
lented,verb,lent
lenting,verb,lent
lents,verb,lent
lept,verb,lept
lepted,verb,lept
lepting,verb,lept
lepts,verb,lept
let,verb,let
let go,verb,let go
let go of,verb,let go of
let it go,verb,let it go
let out,verb,let out
lets,verb,let
letted,verb,let
letter,verb,letter
letter bomb,verb,letter bomb
letterred,verb,letter
letterring,verb,letter
letters,verb,letter
letting,verb,let
levant,verb,levant
levanted,verb,levant
levanting,verb,levant
levants,verb,levant
level,verb,level
levelled,verb,level
levelling,verb,level
levels,verb,level
leverage,verb,leverage
leveraged,verb,leverage
leverages,verb,leverage
leveraging,verb,leverage
levied,verb,levy
levies,verb,levy
levitate,verb,levitate
levitated,verb,levitate
levitates,verb,levitate
levitating,verb,levitate
levy,verb,levy
levying,verb,levy
lexicalize,verb,lexicalize
lexicalized,verb,lexicalize
lexicalizes,verb,lexicalize
lexicalizing,verb,lexicalize
libel,verb,libel
libelled,verb,libel
libelling,verb,libel
libels,verb,libel
liberalize,verb,liberalize
liberalized,verb,liberalize
liberalizes,verb,liberalize
liberalizing,verb,liberalize
liberate,verb,liberate
liberated,verb,liberate
liberates,verb,liberate
liberating,verb,liberate
librate,verb,librate
librated,verb,librate
librates,verb,librate
librating,verb,librate
license,verb,license
licensed,verb,license
licenses,verb,license
licensing,verb,license
lick,verb,lick
licked,verb,lick
licking,verb,lick
licks,verb,lick
lie,verb,lie
lie about,verb,lie about
lie awake,verb,lie awake
lie dormant,verb,lie dormant
lie down,verb,lie down
lie in,verb,lie in
lie low,verb,lie low
lied,verb,lie
lies,verb,lie
lifehack,verb,lifehack
lifehacked,verb,lifehack
lifehacking,verb,lifehack
lifehacks,verb,lifehack
lift,verb,lift
lifted,verb,lift
lifting,verb,lift
lifts,verb,lift
ligate,verb,ligate
ligated,verb,ligate
ligates,verb,ligate
ligating,verb,ligate
light,verb,light
light up,verb,light up
lighted,verb,light
lightedded,verb,lighted
lightedding,verb,lighted
lighteds,verb,lighted
lighten,verb,lighten
lightenned,verb,lighten
lightenning,verb,lighten
lightens,verb,lighten
lighter,verb,lighter
lighterred,verb,lighter
lighterring,verb,lighter
lighters,verb,lighter
lighting,verb,light
lights,verb,light
lignified,verb,lignify
lignifies,verb,lignify
lignify,verb,lignify
lignifying,verb,lignify
like,verb,like
liked,verb,like
likes,verb,like
liking,verb,like
lilt,verb,lilt
lilted,verb,lilt
lilting,verb,lilt
lilts,verb,lilt
limber,verb,limber
limber up,verb,limber up
limberred,verb,limber
limberring,verb,limber
limbers,verb,limber
lime,verb,lime
limed,verb,lime
limes,verb,lime
liming,verb,lime
limit,verb,limit
limits,verb,limit
limitted,verb,limit
limitting,verb,limit
limp,verb,limp
limped,verb,limp
limping,verb,limp
limps,verb,limp
line,verb,line
line one's pockets,verb,line one's pockets
line up,verb,line up
linearize,verb,linearize
linearized,verb,linearize
linearizes,verb,linearize
linearizing,verb,linearize
lined,verb,line
lines,verb,line
linger,verb,linger
lingerred,verb,linger
lingerring,verb,linger
lingers,verb,linger
lining,verb,line
lionize,verb,lionize
lionized,verb,lionize
lionizes,verb,lionize
lionizing,verb,lionize
lip off,verb,lip off
lip-synch,verb,lip-synch
lipread,verb,lipread
lipreaded,verb,lipread
lipreading,verb,lipread
lipreads,verb,lipread
lipstick,verb,lipstick
lipsticked,verb,lipstick
lipsticking,verb,lipstick
lipsticks,verb,lipstick
liquefied,verb,liquefy
liquefies,verb,liquefy
liquefy,verb,liquefy
liquefying,verb,liquefy
liquidate,verb,liquidate
liquidated,verb,liquidate
liquidates,verb,liquidate
liquidating,verb,liquidate
lisp,verb,lisp
lisped,verb,lisp
lisping,verb,lisp
lisps,verb,lisp
list,verb,list
listed,verb,list
listen,verb,listen
listen in,verb,listen in
listenned,verb,listen
listenning,verb,listen
listens,verb,listen
listing,verb,list
lists,verb,list
lit,verb,lit
literalize,verb,literalize
literalized,verb,literalize
literalizes,verb,literalize
literalizing,verb,literalize
lithograph,verb,lithograph
lithographed,verb,lithograph
lithographing,verb,lithograph
lithographs,verb,lithograph
litigate,verb,litigate
litigated,verb,litigate
litigates,verb,litigate
litigating,verb,litigate
lits,verb,lit
litted,verb,lit
litter,verb,litter
litterred,verb,litter
litterring,verb,litter
litters,verb,litter
litting,verb,lit
live,verb,live
live in,verb,live in
live it up,verb,live it up
live out,verb,live out
lived,verb,live
lives,verb,live
living,verb,live
load,verb,load
loaded,verb,load
loading,verb,load
loads,verb,load
lob,verb,lob
lobbed,verb,lob
lobbied,verb,lobby
lobbies,verb,lobby
lobbing,verb,lob
lobby,verb,lobby
lobbying,verb,lobby
lobs,verb,lob
localize,verb,localize
localized,verb,localize
localizes,verb,localize
localizing,verb,localize
locate,verb,locate
located,verb,locate
locates,verb,locate
locating,verb,locate
lock,verb,lock
lock in,verb,lock in
lock out,verb,lock out
lock up,verb,lock up
locked,verb,lock
locking,verb,lock
locks,verb,lock
lodge,verb,lodge
lodged,verb,lodge
lodges,verb,lodge
lodging,verb,lodge
loft,verb,loft
lofted,verb,loft
lofting,verb,loft
lofts,verb,loft
log,verb,log
log in,verb,log in
log out,verb,log out
log up,verb,log up
logged,verb,log
logging,verb,log
logroll,verb,logroll
logrolled,verb,logroll
logrolling,verb,logroll
logrolls,verb,logroll
logs,verb,log
loiter,verb,loiter
loiterred,verb,loiter
loiterring,verb,loiter
loiters,verb,loiter
lollop,verb,lollop
lollopped,verb,lollop
lollopping,verb,lollop
lollops,verb,lollop
look,verb,look
look after,verb,look after
look around,verb,look around
look away,verb,look away
look back,verb,look back
look down on,verb,look down on
look forward,verb,look forward
look like,verb,look like
look out,verb,look out
look out on,verb,look out on
look to,verb,look to
looked,verb,look
looking,verb,look
looks,verb,look
loom,verb,loom
loomed,verb,loom
looming,verb,loom
looms,verb,loom
loop,verb,loop
looped,verb,loop
looping,verb,loop
loops,verb,loop
loose off,verb,loose off
loosen,verb,loosen
loosenned,verb,loosen
loosenning,verb,loosen
loosens,verb,loosen
loot,verb,loot
looted,verb,loot
looting,verb,loot
loots,verb,loot
lope,verb,lope
loped,verb,lope
lopes,verb,lope
loping,verb,lope
lord,verb,lord
lord it over,verb,lord it over
lorded,verb,lord
lording,verb,lord
lords,verb,lord
lose,verb,lose
lose sight of,verb,lose sight of
lose track,verb,lose track
losed,verb,lose
loses,verb,lose
losing,verb,lose
lost,verb,lost
losted,verb,lost
losting,verb,lost
losts,verb,lost
lot,verb,lot
lots,verb,lot
lotted,verb,lot
lotting,verb,lot
louden,verb,louden
loudenned,verb,louden
loudenning,verb,louden
loudens,verb,louden
lounge,verb,lounge
lounged,verb,lounge
lounges,verb,lounge
lounging,verb,lounge
love,verb,love
loved,verb,love
loves,verb,love
loving,verb,love
lowball,verb,lowball
lowballed,verb,lowball
lowballing,verb,lowball
lowballs,verb,lowball
lower,verb,lower
lowerred,verb,lower
lowerring,verb,lower
lowers,verb,lower
lubricate,verb,lubricate
lubricated,verb,lubricate
lubricates,verb,lubricate
lubricating,verb,lubricate
luck it,verb,luck it
luck out,verb,luck out
luff,verb,luff
luffed,verb,luff
luffing,verb,luff
luffs,verb,luff
lug,verb,lug
lugged,verb,lug
lugging,verb,lug
lugs,verb,lug
lull,verb,lull
lulled,verb,lull
lulling,verb,lull
lulls,verb,lull
lumber,verb,lumber
lumberred,verb,lumber
lumberring,verb,lumber
lumbers,verb,lumber
luminesce,verb,luminesce
luminesced,verb,luminesce
luminesces,verb,luminesce
luminescing,verb,luminesce
lump,verb,lump
lumped,verb,lump
lumping,verb,lump
lumps,verb,lump
lunch,verb,lunch
lunched,verb,lunch
lunches,verb,lunch
lunching,verb,lunch
lunge,verb,lunge
lunged,verb,lunge
lunges,verb,lunge
lunging,verb,lunge
lurch,verb,lurch
lurched,verb,lurch
lurches,verb,lurch
lurching,verb,lurch
lurk,verb,lurk
